Start,End,Energy (kWh)
2017-07-18 00:03:00,2017-07-18 09:14:00,2.14
2017-07-22 15:16:00,2017-07-22 15:39:00,1.38
2017-07-22 23:11:00,2017-07-23 08:56:00,6.59
2017-07-23 21:58:00,2017-07-24 08:48:00,6.47
2017-07-24 19:06:00,2017-07-25 09:16:00,4.37
2017-07-25 19:57:00,2017-07-26 08:03:00,6.67
2017-07-26 20:09:00,2017-07-27 09:57:00,5.2
2017-07-27 13:57:00,2017-07-28 06:46:00,4.05
2017-07-28 17:39:00,2017-07-28 18:30:00,3.11
2017-07-28 19:28:00,2017-07-29 19:30:00,6.59
2017-07-29 23:40:00,2017-07-30 15:04:00,3.18
2017-07-30 16:03:00,2017-07-31 08:55:00,4.99
2017-07-31 18:12:00,2017-07-31 19:43:00,3.61
2017-07-31 20:12:00,2017-08-01 08:37:00,2.02
2017-08-01 18:50:00,2017-08-02 08:39:00,6.61
2017-08-02 20:05:00,2017-08-03 08:23:00,6.44
2017-08-03 11:00:00,2017-08-03 11:28:00,1.74
2017-08-03 16:12:00,2017-08-04 08:36:00,6.77
2017-08-04 18:45:00,2017-08-04 20:36:00,6.47
2017-08-04 21:33:00,2017-08-05 16:29:00,6.43
2017-08-05 17:11:00,2017-08-06 15:23:00,3.98
2017-08-06 15:53:00,2017-08-07 09:00:00,3.91
2017-08-07 17:42:00,2017-08-08 13:51:00,4.75
2017-08-08 15:14:00,2017-08-08 19:08:00,4.93
2017-08-08 21:21:00,2017-08-09 09:21:00,6.61
2017-08-10 01:54:00,2017-08-10 13:07:00,7.15
2017-08-10 18:59:00,2017-08-11 09:22:00,7.02
2017-08-11 18:50:00,2017-08-12 18:32:00,4.07
2017-08-12 18:55:00,2017-08-13 10:40:00,2.06
2017-08-13 11:06:00,2017-08-13 16:58:00,1.86
2017-08-20 21:39:00,2017-08-20 21:48:00,0.48
2017-08-20 22:20:00,2017-08-21 08:22:00,6.39
2017-08-21 19:00:00,2017-08-22 10:16:00,3.86
2017-09-19 08:37:00,2017-09-19 13:17:00,2.95
2017-09-19 17:39:00,2017-09-19 18:50:00,4.33
2017-09-19 19:11:00,2017-09-20 08:26:00,7.08
2017-09-20 18:29:00,2017-09-20 18:42:00,0.76
2017-09-20 20:08:00,2017-09-21 09:10:00,5.6
2017-09-21 20:59:00,2017-09-22 08:24:00,5.56
2017-09-22 18:59:00,2017-09-23 06:14:00,5.11
2017-09-23 23:05:00,2017-09-24 09:04:00,6.85
2017-09-24 09:39:00,2017-09-24 13:58:00,5.74
2017-09-24 14:33:00,2017-09-25 08:13:00,3.39
2017-09-25 18:24:00,2017-09-26 08:06:00,7.38
2017-09-26 18:42:00,2017-09-26 19:20:00,2.34
2017-09-26 21:31:00,2017-09-27 08:27:00,7.67
