Start,End,Energy (kWh)
2017-07-24 09:41:00,2017-07-24 13:12:00,9.27
2017-07-24 17:47:00,2017-07-24 22:05:00,9.47
2017-07-27 10:49:00,2017-07-27 12:48:00,7.29
2017-07-27 14:19:00,2017-07-27 16:07:00,4.69
2017-07-27 16:21:00,2017-07-27 18:11:00,2.29
2017-07-27 19:33:00,2017-07-27 21:14:00,5.73
2017-07-29 19:34:00,2017-07-29 23:15:00,9.37
2017-07-30 19:27:00,2017-07-30 22:42:00,8.76
2017-07-31 22:49:00,2017-08-01 10:46:00,9.3
2017-08-01 18:32:00,2017-08-01 20:42:00,3.61
2017-08-15 17:21:00,2017-08-16 10:42:00,9.64
2017-08-16 18:27:00,2017-08-18 13:01:00,7.9
2017-08-18 13:32:00,2017-08-18 16:02:00,3.68
2017-08-18 18:02:00,2017-08-19 17:38:00,5.63
2017-08-19 19:27:00,2017-08-20 10:06:00,7.42
2017-08-20 13:30:00,2017-08-21 11:11:00,5.13
2017-08-21 13:18:00,2017-08-23 14:07:00,3.42
2017-08-23 16:02:00,2017-08-24 09:13:00,9.04
2017-08-24 19:17:00,2017-08-25 14:12:00,9.17
2017-08-25 15:09:00,2017-08-26 10:43:00,7.26
2017-08-26 15:23:00,2017-08-26 19:24:00,9.37
2017-08-31 19:59:00,2017-09-01 12:41:00,9.3
2017-09-01 15:44:00,2017-09-02 14:59:00,9.06
2017-09-02 19:37:00,2017-09-03 14:52:00,9.2
2017-09-03 17:08:00,2017-09-04 11:54:00,0.28
2017-09-04 17:19:00,2017-09-05 08:41:00,1.92
2017-09-05 09:25:00,2017-09-05 12:43:00,1.48
2017-09-05 15:03:00,2017-09-06 10:30:00,1.32
2017-09-06 15:52:00,2017-09-07 09:19:00,6.93
2017-09-07 18:23:00,2017-09-08 09:38:00,1.25
2017-09-09 18:18:00,2017-09-10 13:10:00,9.11
2017-09-11 17:12:00,2017-09-12 08:08:00,9.23
2017-09-24 17:35:00,2017-09-25 08:06:00,9.31
2017-09-25 16:53:00,2017-09-25 17:20:00,1.55
2017-09-25 18:54:00,2017-09-26 08:35:00,8.96
2017-09-26 15:57:00,2017-09-26 19:42:00,1.24
2017-09-28 10:15:00,2017-09-29 18:01:00,4.04
2017-09-29 20:15:00,2017-09-30 10:02:00,0.74
2017-09-30 13:22:00,2017-09-30 14:15:00,3.28
