Start,End,Energy (kWh)
2017-05-23 16:35:00,2017-05-23 18:54:00,6.8
2017-05-24 11:28:00,2017-05-24 11:58:00,1.82
2017-05-24 12:23:00,2017-05-24 12:52:00,1.74
2017-05-24 15:50:00,2017-05-24 18:52:00,6.54
2017-05-24 19:24:00,2017-05-24 20:07:00,1.01
2017-05-24 21:02:00,2017-05-24 23:14:00,3.14
2017-05-25 12:38:00,2017-05-25 12:44:00,0.36
2017-05-25 13:50:00,2017-05-25 14:39:00,2.97
2017-05-25 15:48:00,2017-05-25 17:03:00,4.41
2017-05-25 19:36:00,2017-05-25 22:01:00,6.48
2017-05-26 10:17:00,2017-05-26 10:53:00,0.85
2017-05-29 11:27:00,2017-05-29 14:19:00,6.47
2017-05-29 14:54:00,2017-05-29 16:07:00,0.95
2017-05-30 19:45:00,2017-05-31 00:11:00,6.43
2017-05-31 12:58:00,2017-05-31 16:11:00,2.03
2017-05-31 17:48:00,2017-05-31 19:05:00,1
2017-06-01 12:00:00,2017-06-01 14:27:00,1.79
2017-06-01 17:09:00,2017-06-01 17:44:00,2.06
2017-06-01 18:28:00,2017-06-01 19:50:00,3.65
2017-06-02 18:19:00,2017-06-02 20:34:00,2.03
2017-06-04 16:00:00,2017-06-04 17:50:00,5.63
2017-06-05 13:35:00,2017-06-05 17:34:00,6.04
2017-06-06 12:31:00,2017-06-06 14:26:00,3.25
2017-06-06 16:00:00,2017-06-06 18:34:00,6.13
2017-06-08 20:19:00,2017-06-08 22:07:00,5.15
2017-06-09 13:31:00,2017-06-09 14:26:00,3.2
2017-06-09 16:34:00,2017-06-09 19:22:00,6.59
2017-06-10 19:08:00,2017-06-10 21:35:00,3.84
2017-06-11 17:13:00,2017-06-11 20:20:00,1.68
2017-06-12 15:50:00,2017-06-12 17:08:00,4.11
2017-06-12 18:26:00,2017-06-12 20:30:00,6.35
2017-06-13 12:28:00,2017-06-13 12:51:00,1.24
2017-06-13 13:10:00,2017-06-13 15:58:00,4.31
2017-06-13 19:51:00,2017-06-13 23:51:00,4.42
2017-06-14 12:43:00,2017-06-14 14:04:00,1.72
2017-06-14 16:29:00,2017-06-14 19:31:00,6.44
2017-06-15 11:07:00,2017-06-15 11:33:00,1.48
2017-06-15 12:12:00,2017-06-15 13:38:00,1.93
2017-06-15 16:07:00,2017-06-15 18:12:00,6.4
2017-06-24 17:58:00,2017-06-24 19:49:00,6.33
2017-06-25 15:14:00,2017-06-25 19:07:00,1.27
2017-06-26 12:58:00,2017-06-26 18:35:00,1.16
2017-06-27 13:24:00,2017-06-27 14:35:00,2.19
2017-06-27 16:08:00,2017-06-27 16:45:00,1.89
2017-06-27 18:31:00,2017-06-27 20:45:00,6.59
2017-06-28 12:26:00,2017-06-28 13:52:00,2.6
