Start,End,Energy (kWh)
2017-06-13 12:53:00,2017-06-13 15:04:00,7.91
2017-06-13 22:13:00,2017-06-14 07:55:00,12.86
2017-07-18 20:26:00,2017-07-19 07:28:00,29.27
2017-07-19 19:18:00,2017-07-19 20:18:00,3.72
2017-07-19 20:57:00,2017-07-20 08:15:00,20.15
2017-07-21 18:53:00,2017-07-22 10:31:00,24.37
2017-07-22 17:36:00,2017-07-22 17:37:00,0.04
2017-07-22 17:38:00,2017-07-23 09:38:00,11.63
2017-07-24 21:19:00,2017-07-25 09:08:00,27.23
2017-07-25 14:16:00,2017-07-26 06:11:00,20.11
2017-07-26 22:44:00,2017-07-27 07:59:00,24.44
2017-07-27 23:28:00,2017-07-28 07:59:00,13.31
2017-07-29 14:34:00,2017-07-29 15:47:00,4.66
2017-07-29 23:20:00,2017-07-30 10:59:00,29.44
2017-07-31 23:24:00,2017-08-01 06:48:00,14.92
2017-08-01 23:08:00,2017-08-02 06:37:00,15.19
2017-08-03 08:27:00,2017-08-03 14:10:00,15.58
2017-08-13 15:32:00,2017-08-14 07:39:00,20
2017-08-14 18:49:00,2017-08-15 07:12:00,17.05
2017-08-17 15:46:00,2017-08-17 19:38:00,8.71
2017-08-19 19:41:00,2017-08-20 09:00:00,13.57
2017-09-22 12:47:00,2017-09-22 12:48:00,0.02
2017-09-22 12:48:00,2017-09-22 14:58:00,8.16
2017-09-24 15:55:00,2017-09-24 16:37:00,2.66
2017-09-25 18:58:00,2017-09-26 07:41:00,30.83
2017-09-26 19:02:00,2017-09-26 19:54:00,3.25
2017-09-26 20:25:00,2017-09-27 07:43:00,16.03
2017-09-27 23:28:00,2017-09-28 08:25:00,15.87
2017-10-01 21:43:00,2017-10-02 07:37:00,18.46
2017-10-02 18:11:00,2017-10-03 07:49:00,15.85
2017-10-03 18:27:00,2017-10-04 07:44:00,18.36
2017-10-04 20:29:00,2017-10-05 08:30:00,23.31
2017-10-06 10:48:00,2017-10-06 14:26:00,13.82
2017-10-07 12:56:00,2017-10-08 11:48:00,15.54
2017-10-08 14:45:00,2017-10-09 07:43:00,20.77
2017-10-09 18:19:00,2017-10-10 07:41:00,15.91
2017-10-10 23:08:00,2017-10-11 07:47:00,16.47
2017-10-11 21:28:00,2017-10-12 08:18:00,21.16
2017-10-16 18:23:00,2017-10-17 07:54:00,26.96
2017-10-17 20:49:00,2017-10-18 07:44:00,17.22
2017-10-18 23:20:00,2017-10-19 08:19:00,20.3
2017-10-20 08:40:00,2017-10-20 09:29:00,3.06
2017-10-20 18:35:00,2017-10-27 14:59:00,27.54
2017-10-29 17:39:00,2017-10-30 07:35:00,9.42
2017-10-30 18:27:00,2017-10-31 07:42:00,18.79
2017-10-31 22:36:00,2017-11-01 07:55:00,16.94
2017-11-01 23:18:00,2017-11-02 08:32:00,17.12
