Date,HH,Price
2021-01-13 00:00:00,20,42.61363
2021-01-13 00:00:00,21,41.08378
2021-01-13 00:00:00,22,39.54714
2021-01-13 00:00:00,23,33.57262
2021-01-13 00:00:00,24,31.94963
2021-01-14 00:00:00,1,30.16816
2021-01-14 00:00:00,2,30.19464
2021-01-14 00:00:00,3,28.91213
2021-01-14 00:00:00,4,29.1097
2021-01-14 00:00:00,5,28.93775
2021-01-14 00:00:00,6,33.95155
2021-01-14 00:00:00,7,44.86569
2021-01-14 00:00:00,8,45.70109
2021-01-14 00:00:00,9,33.37108
2021-01-14 00:00:00,10,28.23025
2021-01-14 00:00:00,11,24.99745
2021-01-14 00:00:00,12,23.21732
2021-01-14 00:00:00,13,21.24064
2021-01-14 00:00:00,14,22.84464
2021-01-14 00:00:00,15,25.89312
2021-01-14 00:00:00,16,33.05426
2021-01-14 00:00:00,17,44.38981
2021-01-14 00:00:00,18,59.78188
2021-01-14 00:00:00,19,49.83282
2021-01-14 00:00:00,20,45.17462
2021-01-14 00:00:00,21,40.69997
2021-01-14 00:00:00,22,37.45077
2021-01-14 00:00:00,23,33.64665
2021-01-14 00:00:00,24,30.9986
2021-01-15 00:00:00,1,27.99704
2021-01-15 00:00:00,2,28.21588
2021-01-15 00:00:00,3,27.09249
2021-01-15 00:00:00,4,27.83148
2021-01-15 00:00:00,5,28.73925
2021-01-15 00:00:00,6,32.09442
2021-01-15 00:00:00,7,42.44708
2021-01-15 00:00:00,8,42.02841
2021-01-15 00:00:00,9,31.57454
2021-01-15 00:00:00,10,24.56972
2021-01-15 00:00:00,11,24.34919
2021-01-15 00:00:00,12,23.92516
2021-01-15 00:00:00,13,24.51303
2021-01-15 00:00:00,14,25.04122
2021-01-15 00:00:00,15,26.7122
2021-01-15 00:00:00,16,33.5472
2021-01-15 00:00:00,17,45.09213
2021-01-15 00:00:00,18,50.80875
2021-01-15 00:00:00,19,47.343
2021-01-15 00:00:00,20,40.27231
2021-01-15 00:00:00,21,38.23576
2021-01-15 00:00:00,22,35.25866
2021-01-15 00:00:00,23,33.47838
2021-01-15 00:00:00,24,29.67988
2021-01-16 00:00:00,1,30.12591
2021-01-16 00:00:00,2,29.58794
2021-01-16 00:00:00,3,29.58173
2021-01-16 00:00:00,4,29.5906
2021-01-16 00:00:00,5,30.15557
2021-01-16 00:00:00,6,32.27295
2021-01-16 00:00:00,7,37.18266
2021-01-16 00:00:00,8,35.16515
2021-01-16 00:00:00,9,28.18149
2021-01-16 00:00:00,10,24.21497
2021-01-16 00:00:00,11,20.22432
2021-01-16 00:00:00,12,18.19807
2021-01-16 00:00:00,13,16.67419
2021-01-16 00:00:00,14,16.39208
2021-01-16 00:00:00,15,21.79364
2021-01-16 00:00:00,16,29.99573
2021-01-16 00:00:00,17,39.56212
2021-01-16 00:00:00,18,47.75932
2021-01-16 00:00:00,19,46.47918
2021-01-16 00:00:00,20,42.4447
2021-01-16 00:00:00,21,39.67203
2021-01-16 00:00:00,22,37.54495
2021-01-16 00:00:00,23,32.82797
2021-01-16 00:00:00,24,32.48937
2021-01-17 00:00:00,1,30.28947
2021-01-17 00:00:00,2,29.57274
2021-01-17 00:00:00,3,29.99079
2021-01-17 00:00:00,4,30.04614
2021-01-17 00:00:00,5,30.2127
2021-01-17 00:00:00,6,32.08792
2021-01-17 00:00:00,7,33.57945
2021-01-17 00:00:00,8,30.67453
2021-01-17 00:00:00,9,20.73061
2021-01-17 00:00:00,10,12.98113
2021-01-17 00:00:00,11,8.86513
2021-01-17 00:00:00,12,7.58043
2021-01-17 00:00:00,13,6.37084
2021-01-17 00:00:00,14,6.91882
2021-01-17 00:00:00,15,14.13099
2021-01-17 00:00:00,16,24.75523
2021-01-17 00:00:00,17,39.58834
2021-01-17 00:00:00,18,50.08413
2021-01-17 00:00:00,19,48.50102
2021-01-17 00:00:00,20,40.55052
2021-01-17 00:00:00,21,38.95821
2021-01-17 00:00:00,22,37.44141
2021-01-17 00:00:00,23,32.58955
2021-01-17 00:00:00,24,30.09655
2021-01-18 00:00:00,1,29.09232
2021-01-18 00:00:00,2,28.68234
2021-01-18 00:00:00,3,28.32567
2021-01-18 00:00:00,4,28.26771
2021-01-18 00:00:00,5,29.16335
2021-01-18 00:00:00,6,32.2286
2021-01-18 00:00:00,7,39.7182
2021-01-18 00:00:00,8,37.24816
2021-01-18 00:00:00,9,29.84054
2021-01-18 00:00:00,10,25.49152
2021-01-18 00:00:00,11,19.68798
2021-01-18 00:00:00,12,18.37089
2021-01-18 00:00:00,13,16.66471
2021-01-18 00:00:00,14,16.0102
2021-01-18 00:00:00,15,21.00436
2021-01-18 00:00:00,16,29.25868
2021-01-18 00:00:00,17,38.21387
2021-01-18 00:00:00,18,48.30723
2021-01-18 00:00:00,19,43.29734
2021-01-18 00:00:00,20,39.2265
2021-01-18 00:00:00,21,37.43605
2021-01-18 00:00:00,22,34.14936
2021-01-18 00:00:00,23,33.07069
2021-01-18 00:00:00,24,30.12198
2021-01-19 00:00:00,1,29.62551
2021-01-19 00:00:00,2,29.44357
2021-01-19 00:00:00,3,27.99672
2021-01-19 00:00:00,4,27.98808
2021-01-19 00:00:00,5,29.46349
2021-01-19 00:00:00,6,32.898
2021-01-19 00:00:00,7,38.34302
2021-01-19 00:00:00,8,38.67619
2021-01-19 00:00:00,9,31.03617
2021-01-19 00:00:00,10,28.22295
2021-01-19 00:00:00,11,23.2217
2021-01-19 00:00:00,12,21.14277
2021-01-19 00:00:00,13,20.34826
2021-01-19 00:00:00,14,20.26341
2021-01-19 00:00:00,15,22.3605
2021-01-19 00:00:00,16,26.71661
2021-01-19 00:00:00,17,37.18283
2021-01-19 00:00:00,18,45.56723
2021-01-19 00:00:00,19,41.97437
2021-01-19 00:00:00,20,39.21321
2021-01-19 00:00:00,21,38.13817
2021-01-19 00:00:00,22,35.65393
2021-01-19 00:00:00,23,33.30325
2021-01-19 00:00:00,24,31.42168
