Start,End,Energy (kWh)
2017-03-30 15:07:00,2017-03-30 16:42:00,6.39
2017-03-31 15:47:00,2017-03-31 18:35:00,11.52
2017-04-01 00:23:00,2017-04-01 08:22:00,10.99
2017-04-01 08:36:00,2017-04-01 08:37:00,0.02
2017-04-01 18:20:00,2017-04-01 21:10:00,15.22
2017-04-03 14:40:00,2017-04-03 15:40:00,7.07
2017-04-03 15:44:00,2017-04-03 15:46:00,0.19
2017-04-03 15:48:00,2017-04-03 16:22:00,3.96
2017-04-03 16:22:00,2017-04-03 16:23:00,0.1
2017-04-03 16:24:00,2017-04-03 16:26:00,0.24
2017-04-03 16:27:00,2017-04-03 16:29:00,0.16
2017-04-03 16:29:00,2017-04-03 19:55:00,3.04
2017-04-07 17:16:00,2017-04-08 10:25:00,22.02
2017-04-10 09:59:00,2017-04-10 15:15:00,17.87
2017-04-11 09:23:00,2017-04-11 09:58:00,2.1
2017-04-11 19:07:00,2017-04-12 10:33:00,27.87
2017-04-16 07:09:00,2017-04-16 09:55:00,12.84
2017-04-17 10:39:00,2017-04-17 21:01:00,23.69
2017-04-20 09:11:00,2017-04-20 12:42:00,16.39
2017-04-21 09:06:00,2017-04-21 11:02:00,12.45
2017-04-22 12:57:00,2017-04-22 14:25:00,10.21
2017-04-23 07:52:00,2017-04-23 10:37:00,13.3
2017-04-25 19:13:00,2017-04-26 08:39:00,24.17
2017-04-28 14:19:00,2017-04-28 18:30:00,18.4
2017-05-01 10:10:00,2017-05-01 11:50:00,11.66
2017-05-01 16:54:00,2017-05-02 08:45:00,23.59
2017-05-05 09:04:00,2017-05-05 17:58:00,26.94
2017-05-16 18:44:00,2017-05-17 08:43:00,21.32
2017-05-19 12:24:00,2017-05-19 14:52:00,17.28
2017-05-19 18:07:00,2017-05-19 18:40:00,3.84
2017-05-20 08:16:00,2017-05-20 13:16:00,19.31
2017-05-23 00:23:00,2017-05-23 08:44:00,19.02
2017-05-24 06:43:00,2017-05-24 08:44:00,14.29
2017-05-24 14:10:00,2017-05-24 14:59:00,5.73
2017-05-24 15:40:00,2017-05-24 18:02:00,12.85
2017-05-25 10:34:00,2017-05-25 14:43:00,26.03
2017-05-27 13:25:00,2017-05-27 18:21:00,21.23
2017-05-29 08:50:00,2017-05-29 12:19:00,15.35
2017-06-01 16:51:00,2017-06-02 10:39:00,24.94
2017-06-02 20:07:00,2017-06-03 09:10:00,5.44
2017-06-05 14:57:00,2017-06-05 18:21:00,13.21
2017-06-06 09:07:00,2017-06-06 14:59:00,16.18
2017-06-08 09:41:00,2017-06-09 11:07:00,13.92
2017-06-10 14:53:00,2017-06-11 10:09:00,19.3
2017-06-13 07:25:00,2017-06-13 08:35:00,8.07
2017-06-13 14:44:00,2017-06-14 08:37:00,24.14
2017-06-15 09:10:00,2017-06-16 07:20:00,22.87
2017-06-17 18:22:00,2017-06-18 11:01:00,24.62
2017-06-19 06:19:00,2017-06-19 08:08:00,12.35
2017-06-19 15:54:00,2017-06-19 17:56:00,14.43
2017-06-20 17:19:00,2017-06-21 08:29:00,13.72
2017-06-22 09:23:00,2017-06-22 10:50:00,10.16
2017-06-23 14:00:00,2017-06-23 15:01:00,7.13
2017-06-23 15:27:00,2017-06-23 18:53:00,16.83
2017-06-24 12:24:00,2017-06-24 16:55:00,12.49
2017-06-25 10:03:00,2017-06-25 11:56:00,13.17
2017-06-26 15:24:00,2017-06-26 16:50:00,10.11
2017-06-26 17:47:00,2017-06-27 07:49:00,15.67
2017-06-28 11:11:00,2017-06-28 14:43:00,22.78
2017-06-30 15:24:00,2017-06-30 17:28:00,14.26
2017-06-30 23:54:00,2017-07-01 10:01:00,17.26
2017-07-01 19:12:00,2017-07-02 09:03:00,13.03
2017-07-02 18:10:00,2017-07-03 08:40:00,22.48
2017-07-05 12:02:00,2017-07-05 14:56:00,20.54
2017-07-06 16:35:00,2017-07-07 08:49:00,11.93
2017-07-24 09:30:00,2017-07-24 10:26:00,6.61
2017-07-24 13:26:00,2017-07-24 15:57:00,17.9
2017-07-25 08:56:00,2017-07-25 11:07:00,8.04
2017-07-26 11:58:00,2017-07-27 10:15:00,19.59
2017-07-28 12:58:00,2017-07-29 16:38:00,21.17
2017-07-30 08:50:00,2017-07-30 12:09:00,2.78
2017-08-02 14:40:00,2017-08-02 17:38:00,13.14
2017-08-04 11:09:00,2017-08-04 18:36:00,14.05
2017-08-05 10:18:00,2017-08-05 11:16:00,6.88
2017-08-06 12:16:00,2017-08-07 09:00:00,20.64
2017-08-07 14:27:00,2017-08-08 19:50:00,14.24
2017-08-09 13:51:00,2017-08-09 17:37:00,15.5
2017-08-10 11:53:00,2017-08-10 13:16:00,9.78
2017-08-10 16:29:00,2017-08-10 18:41:00,15.5
2017-08-11 12:35:00,2017-08-11 18:48:00,11.19
2017-08-12 00:42:00,2017-08-12 09:55:00,10.21
2017-08-12 21:58:00,2017-08-13 09:48:00,17.15
2017-08-13 19:49:00,2017-08-14 16:24:00,25.66
2017-08-15 20:34:00,2017-08-16 11:52:00,19.58
2017-08-16 13:23:00,2017-08-16 17:11:00,9.86
2017-08-19 09:30:00,2017-08-19 12:10:00,18.95
2017-08-19 12:45:00,2017-08-19 13:45:00,6.95
2017-08-19 18:28:00,2017-08-19 18:54:00,3.12
2017-08-20 15:13:00,2017-08-21 14:49:00,23.25
2017-08-22 08:24:00,2017-08-22 10:43:00,13.46
2017-08-22 19:19:00,2017-08-23 12:09:00,12.23
2017-08-23 13:20:00,2017-08-23 17:30:00,4.41
2017-08-23 22:51:00,2017-08-25 07:05:00,24.3
2017-08-26 08:11:00,2017-08-26 12:50:00,6.61
2017-08-28 19:37:00,2017-08-29 12:03:00,22.53
2017-08-30 15:50:00,2017-09-01 10:01:00,14.8
2017-09-01 20:48:00,2017-09-02 09:04:00,16.13
2017-09-03 23:09:00,2017-09-04 07:13:00,19.2
2017-09-05 23:13:00,2017-09-06 08:34:00,18.83
2017-09-06 14:10:00,2017-09-06 17:49:00,16.68
2017-09-06 22:41:00,2017-09-07 08:48:00,24.24
2017-09-08 19:12:00,2017-09-09 09:28:00,18.1
2017-09-10 16:14:00,2017-09-11 08:25:00,25.35
2017-09-12 19:47:00,2017-09-13 08:52:00,24.35
