Start,End,Energy (kWh)
2017-12-19 20:12:00,2017-12-23 09:30:00,32.83
2017-12-23 16:26:00,2017-12-24 10:53:00,11.42
2017-12-25 16:26:00,2017-12-26 14:56:00,2.6
2017-12-26 20:11:00,2017-12-28 10:45:00,13.6
2017-12-28 11:55:00,2017-12-28 20:17:00,1.41
2017-12-28 20:48:00,2017-12-29 12:13:00,7.39
2017-12-29 19:30:00,2017-12-30 11:05:00,15.89
2017-12-30 17:24:00,2017-12-31 13:37:00,7.91
2017-12-31 16:21:00,2018-01-01 14:17:00,7.43
2018-01-01 17:24:00,2018-01-02 08:43:00,6.06
2018-01-02 18:09:00,2018-01-03 11:05:00,27.66
2018-03-22 11:16:00,2018-03-23 08:25:00,15.97
2018-03-23 16:08:00,2018-03-24 09:46:00,15.07
2018-03-24 11:43:00,2018-03-25 10:43:00,11.52
2018-03-27 18:08:00,2018-03-28 08:36:00,24.8
2018-03-28 14:43:00,2018-03-29 08:41:00,6.67
2018-04-02 10:22:00,2018-04-02 11:54:00,0.23
2018-04-02 16:03:00,2018-04-05 09:10:00,8.92
2018-04-05 16:12:00,2018-04-06 09:53:00,16.65
2018-04-06 20:03:00,2018-04-07 14:00:00,28.92
2018-04-07 16:15:00,2018-04-08 10:22:00,2.91
2018-04-08 16:59:00,2018-04-09 08:31:00,17.77
2018-04-09 18:18:00,2018-04-10 08:33:00,21.71
2018-04-10 18:16:00,2018-04-13 09:57:00,30.83
2018-04-14 00:28:00,2018-04-14 09:38:00,17.33
2018-04-14 16:34:00,2018-04-15 09:56:00,16.97
2018-04-15 13:50:00,2018-04-16 08:33:00,6.57
2018-04-17 18:12:00,2018-04-18 08:33:00,25.09
2018-04-18 09:18:00,2018-04-19 08:41:00,6.85
2018-04-19 09:12:00,2018-04-20 08:37:00,4.27
2018-04-20 09:12:00,2018-04-20 14:58:00,4.62
2018-04-20 15:37:00,2018-04-21 14:24:00,4.14
2018-04-21 16:06:00,2018-04-23 08:38:00,4.12
2018-04-23 18:13:00,2018-04-24 08:37:00,25.86
2018-04-24 18:11:00,2018-04-25 08:41:00,25.95
2018-04-25 09:22:00,2018-04-25 11:36:00,3.7
2018-04-25 12:34:00,2018-04-26 08:27:00,4.24
2018-04-26 09:18:00,2018-04-26 16:04:00,5.57
2018-04-26 18:18:00,2018-04-27 08:42:00,9.23
2018-04-27 15:35:00,2018-04-29 10:38:00,11.15
2018-04-29 11:04:00,2018-04-29 11:53:00,5.18
2018-04-29 16:55:00,2018-04-30 08:36:00,2.61
2018-04-30 18:05:00,2018-05-01 08:35:00,23.74
2018-05-01 18:13:00,2018-05-02 08:33:00,23.29
2018-05-02 09:11:00,2018-05-03 08:31:00,6.05
2018-05-03 09:12:00,2018-05-04 08:34:00,4.47
2018-05-04 16:27:00,2018-05-05 09:51:00,3.6
2018-05-05 16:06:00,2018-05-06 08:52:00,9.74
2018-05-06 17:07:00,2018-05-06 19:35:00,0.01
2018-05-06 19:47:00,2018-05-07 09:12:00,30.46
2018-05-07 13:31:00,2018-05-07 14:52:00,0.01
2018-05-07 17:02:00,2018-05-07 17:15:00,0.01
2018-05-07 17:23:00,2018-05-08 08:37:00,36.77
2018-05-08 18:22:00,2018-05-09 08:36:00,25.78
2018-05-09 09:19:00,2018-05-10 08:36:00,3.05
2018-05-10 09:11:00,2018-05-11 08:39:00,4.93
2018-05-11 16:08:00,2018-05-12 09:44:00,16.83
2018-05-12 12:28:00,2018-05-12 14:59:00,5.97
2018-05-12 16:08:00,2018-05-13 18:35:00,6.71
2018-05-13 19:06:00,2018-05-14 08:42:00,4.79
2018-05-14 18:11:00,2018-05-15 08:38:00,24.1
2018-05-15 18:24:00,2018-05-16 08:37:00,11.6
2018-05-16 09:16:00,2018-05-16 18:36:00,0.06
2018-05-17 09:13:00,2018-05-17 18:16:00,2.63
2018-05-18 16:22:00,2018-05-19 09:19:00,12.48
2018-05-19 15:56:00,2018-05-21 08:37:00,14.09
2018-05-21 18:05:00,2018-05-22 08:43:00,12.35
2018-05-22 18:10:00,2018-05-23 08:34:00,32.92
2018-05-23 09:14:00,2018-05-24 08:38:00,7.72
2018-05-24 09:14:00,2018-05-25 08:35:00,4.76
2018-05-25 17:01:00,2018-05-26 10:08:00,13.42
2018-05-27 17:14:00,2018-05-27 18:37:00,0.02
2018-05-27 18:43:00,2018-05-27 20:49:00,3.23
2018-05-27 21:21:00,2018-05-28 10:41:00,38.07
2018-05-28 17:54:00,2018-05-29 08:40:00,6.34
2018-05-29 18:13:00,2018-06-01 09:45:00,22.47
2018-06-01 23:26:00,2018-06-02 10:43:00,18.36
2018-06-02 12:06:00,2018-06-02 13:52:00,2.79
2018-06-03 08:20:00,2018-06-03 11:04:00,8.13
2018-06-03 15:26:00,2018-06-04 08:40:00,3.83
2018-06-04 17:47:00,2018-06-05 08:01:00,7.28
2018-06-05 19:05:00,2018-06-06 08:37:00,11.53
2018-06-06 09:31:00,2018-06-07 08:36:00,8.91
2018-06-07 17:45:00,2018-06-08 08:34:00,7.46
2018-06-08 09:15:00,2018-06-08 10:21:00,3.03
2018-06-08 13:21:00,2018-06-08 14:22:00,5.44
2018-06-08 16:20:00,2018-06-09 08:43:00,13.77
2018-06-09 18:07:00,2018-06-10 10:21:00,7.67
2018-06-10 10:56:00,2018-06-10 14:06:00,3.77
2018-06-10 16:42:00,2018-06-11 08:43:00,15.3
2018-06-11 18:13:00,2018-06-12 08:36:00,22.87
2018-06-12 10:06:00,2018-06-12 17:20:00,7.2
2018-06-12 17:56:00,2018-06-13 08:33:00,4.08
2018-06-13 09:12:00,2018-06-14 08:35:00,2.94
2018-06-16 20:55:00,2018-06-17 13:59:00,15.76
2018-06-17 16:38:00,2018-06-18 08:38:00,4.86
2018-06-18 18:00:00,2018-06-19 08:38:00,22.24
