Start,End,Energy (kWh)
2017-09-01 23:50:00,2017-09-02 09:28:00,6.62
2017-09-03 15:34:00,2017-09-03 18:10:00,6.54
2017-09-04 22:29:00,2017-09-04 23:20:00,3.21
2017-09-05 01:22:00,2017-09-05 06:05:00,7.3
2017-09-06 16:59:00,2017-09-07 07:04:00,6.69
2017-09-09 10:06:00,2017-09-09 12:54:00,6.28
2017-09-09 15:18:00,2017-09-09 17:50:00,4.61
2017-09-11 21:37:00,2017-09-12 07:02:00,7.47
2017-09-12 12:56:00,2017-09-12 16:19:00,6.7
2017-09-12 17:40:00,2017-09-12 19:12:00,2.23
2017-09-12 21:32:00,2017-09-13 07:13:00,7.99
2017-09-13 17:00:00,2017-09-13 19:19:00,6.53
2017-09-13 23:53:00,2017-09-14 07:08:00,7.87
2017-09-14 16:38:00,2017-09-14 19:27:00,6.64
2017-09-14 19:48:00,2017-09-15 07:07:00,3.83
2017-09-16 11:10:00,2017-09-16 12:41:00,5.66
2017-09-16 14:41:00,2017-09-17 15:33:00,5.09
2017-09-18 18:06:00,2017-09-19 07:07:00,6.53
2017-09-22 21:16:00,2017-09-23 11:19:00,7.09
2017-09-23 11:44:00,2017-09-24 01:11:00,3.62
2017-09-24 01:32:00,2017-09-24 12:17:00,3.6
2017-10-02 21:48:00,2017-10-03 07:09:00,7.41
2017-10-03 12:53:00,2017-10-03 17:47:00,6.24
2017-10-03 21:46:00,2017-10-04 07:14:00,6.28
2017-10-05 17:01:00,2017-10-06 06:57:00,4.42
2017-10-14 17:28:00,2017-10-15 10:27:00,6.51
2017-10-15 14:38:00,2017-10-15 16:13:00,1.96
2017-10-16 17:01:00,2017-10-16 18:56:00,5.83
2017-10-16 20:25:00,2017-10-17 07:10:00,4.22
2017-10-17 16:59:00,2017-10-18 07:13:00,6.4
2017-10-18 17:19:00,2017-10-19 07:05:00,6.51
2017-10-19 17:13:00,2017-10-19 18:06:00,3.3
2017-10-19 21:05:00,2017-10-19 23:08:00,6.48
2017-10-19 23:28:00,2017-10-20 07:06:00,4.16
2017-10-20 16:57:00,2017-10-21 12:49:00,5.76
2017-10-21 16:05:00,2017-10-22 12:13:00,6.15
2017-10-22 13:21:00,2017-10-23 07:07:00,6.14
2017-10-23 16:53:00,2017-10-23 18:57:00,6.17
2017-10-23 19:32:00,2017-10-24 04:33:00,2.46
2017-10-26 22:48:00,2017-10-27 07:06:00,7.27
2017-10-27 16:52:00,2017-10-27 17:22:00,1.82
2017-10-27 20:06:00,2017-10-28 06:58:00,6.78
2017-10-29 20:31:00,2017-10-30 07:03:00,8.02
2017-10-30 16:52:00,2017-10-31 11:13:00,7.72
2017-10-31 16:19:00,2017-11-01 07:04:00,3.38
2017-11-01 16:38:00,2017-11-01 18:15:00,6
2017-11-01 22:26:00,2017-11-02 07:03:00,7.15
2017-11-03 17:00:00,2017-11-04 07:38:00,7.56
2017-11-04 17:50:00,2017-11-05 11:42:00,7.87
2017-11-05 19:10:00,2017-11-06 06:42:00,8.41
2017-11-06 18:16:00,2017-11-07 07:08:00,7.41
2017-11-07 17:10:00,2017-11-07 18:40:00,5.56
2017-11-07 21:03:00,2017-11-08 07:16:00,7.29
2017-11-08 16:58:00,2017-11-09 07:12:00,6.3
2017-11-09 16:52:00,2017-11-10 19:00:00,5.59
2017-11-21 18:28:00,2017-11-22 07:08:00,6.07
2017-11-22 16:57:00,2017-11-22 18:50:00,5.1
2017-11-22 23:45:00,2017-11-23 07:08:00,5.65
2017-11-23 17:15:00,2017-11-23 19:18:00,5.87
2017-11-23 23:17:00,2017-11-24 07:05:00,7.33
2017-11-24 16:59:00,2017-11-24 19:26:00,6.38
2017-11-24 21:08:00,2017-11-25 12:31:00,3.98
2017-11-25 17:28:00,2017-11-25 20:19:00,6.28
2017-11-25 21:14:00,2017-11-26 12:21:00,2.63
2017-11-26 16:23:00,2017-11-26 18:35:00,7.07
2017-11-26 18:59:00,2017-11-27 07:17:00,5.29
2017-11-27 16:50:00,2017-11-27 19:41:00,5.24
2017-11-27 22:16:00,2017-11-28 07:00:00,7.13
2017-11-28 18:02:00,2017-11-29 07:12:00,8.57
2017-11-29 16:58:00,2017-11-29 20:33:00,5.34
2017-11-29 21:14:00,2017-11-29 22:38:00,5.15
2017-11-29 23:16:00,2017-11-30 07:02:00,8.49
2017-11-30 17:03:00,2017-12-01 06:33:00,7.86
2017-12-01 17:02:00,2017-12-01 20:57:00,6.11
2017-12-01 22:29:00,2017-12-02 21:14:00,6.69
2017-12-03 02:09:00,2017-12-03 17:34:00,6.37
2017-12-03 21:38:00,2017-12-04 11:31:00,8.02
2017-12-04 14:02:00,2017-12-04 18:30:00,3.27
2017-12-04 21:47:00,2017-12-05 07:06:00,7.72
2017-12-05 16:47:00,2017-12-06 07:08:00,6.69
2017-12-06 16:52:00,2017-12-07 07:14:00,7.22
2017-12-07 21:01:00,2017-12-08 07:14:00,7.95
2017-12-10 02:09:00,2017-12-10 14:41:00,8.2
2017-12-12 21:59:00,2017-12-13 07:18:00,8.34
2017-12-13 17:39:00,2017-12-14 07:12:00,8.36
2017-12-14 17:01:00,2017-12-14 19:35:00,5.15
2017-12-14 20:39:00,2017-12-15 06:46:00,4.09
2017-12-17 20:45:00,2017-12-18 07:10:00,7.56
2017-12-18 17:11:00,2017-12-18 17:58:00,2.81
2017-12-18 18:06:00,2017-12-19 07:13:00,5.83
2017-12-19 16:53:00,2017-12-19 17:50:00,3.52
2017-12-19 21:45:00,2017-12-20 07:06:00,7.48
2017-12-20 16:57:00,2017-12-21 07:38:00,7.3
2017-12-21 17:02:00,2017-12-22 07:29:00,6.36
2017-12-22 16:50:00,2017-12-22 19:06:00,5.62
2017-12-22 22:55:00,2017-12-23 09:38:00,5.26
2017-12-23 11:12:00,2017-12-23 12:36:00,5.26
2017-12-23 18:55:00,2017-12-24 16:53:00,8.22
2017-12-24 21:01:00,2017-12-26 15:32:00,7.67
2017-12-26 16:17:00,2017-12-29 08:57:00,3.9
2017-12-29 18:32:00,2017-12-30 05:57:00,6.96
2017-12-30 05:57:00,2017-12-30 06:01:00,0.23
2018-01-01 19:29:00,2018-01-02 07:06:00,6.98
2018-01-02 19:29:00,2018-01-03 07:07:00,6.02
2018-01-03 17:07:00,2018-01-04 10:27:00,6.25
2018-01-04 13:25:00,2018-01-05 02:04:00,7.09
2018-01-13 11:57:00,2018-01-14 12:35:00,6.27
2018-01-14 18:40:00,2018-01-15 15:18:00,5.2
2018-01-15 16:35:00,2018-01-16 07:44:00,7.67
2018-01-16 17:45:00,2018-01-17 07:46:00,8.3
2018-01-17 18:02:00,2018-01-17 18:04:00,0.07
2018-01-22 18:04:00,2018-01-22 18:51:00,2.84
2018-01-22 22:17:00,2018-01-23 07:17:00,7.29
2018-01-23 16:44:00,2018-01-24 07:06:00,6.21
2018-01-24 16:37:00,2018-01-24 18:40:00,6.06
2018-01-24 19:46:00,2018-01-25 07:09:00,3.98
2018-01-25 16:51:00,2018-01-26 19:37:00,8.35
