Start,End,Energy (kWh)
2017-09-26 16:13:00,2017-09-26 18:06:00,5.88
2017-09-27 16:33:00,2017-09-27 17:00:00,1.54
2017-09-27 19:59:00,2017-09-28 07:35:00,9.48
2017-09-28 16:23:00,2017-09-29 07:37:00,3.39
2017-09-29 12:47:00,2017-09-29 13:28:00,2.37
2017-09-29 16:01:00,2017-09-30 11:42:00,8.46
2017-10-01 11:33:00,2017-10-02 07:38:00,4.42
2017-10-02 16:20:00,2017-10-03 07:33:00,6.86
2017-10-03 18:20:00,2017-10-04 07:37:00,4.83
2017-10-04 16:24:00,2017-10-05 07:35:00,4.74
2017-10-05 16:29:00,2017-10-05 18:48:00,3.66
2017-10-05 20:47:00,2017-10-06 07:37:00,3.17
2017-10-06 16:23:00,2017-10-07 09:35:00,9.62
2017-10-07 12:48:00,2017-10-07 12:48:00,0.01
2017-10-07 23:49:00,2017-10-08 10:08:00,9.51
2017-10-09 16:20:00,2017-10-10 07:36:00,5.88
2017-10-10 16:25:00,2017-10-10 17:03:00,2.16
2017-10-10 19:47:00,2017-10-11 07:34:00,10.52
2017-10-11 16:17:00,2017-10-11 18:35:00,3.83
2017-10-11 22:02:00,2017-10-12 06:21:00,9.44
2017-10-13 16:53:00,2017-10-13 18:17:00,4.46
2017-10-13 19:06:00,2017-10-13 21:03:00,6.77
2017-10-13 21:56:00,2017-10-14 09:09:00,9.59
2017-10-14 16:03:00,2017-10-14 18:45:00,8.81
2017-10-16 16:17:00,2017-10-17 07:37:00,5.21
2017-10-18 16:15:00,2017-10-18 17:01:00,2.61
2017-10-18 17:46:00,2017-10-19 07:35:00,4.47
2017-10-19 16:14:00,2017-10-20 07:38:00,6.4
2017-10-20 12:59:00,2017-10-20 15:54:00,4.23
2017-10-20 17:53:00,2017-10-21 08:56:00,9.25
2017-10-21 15:38:00,2017-10-22 11:55:00,7.06
2017-10-23 14:01:00,2017-10-23 17:52:00,3.67
2017-10-26 17:27:00,2017-10-27 09:51:00,9.45
2017-10-27 13:14:00,2017-10-27 15:04:00,6.41
2017-10-27 15:19:00,2017-10-28 08:55:00,3.93
2017-10-28 09:24:00,2017-10-29 07:43:00,5.3
2017-10-29 11:38:00,2017-10-30 07:39:00,4.55
2017-10-30 17:21:00,2017-10-31 07:30:00,8.78
2017-11-01 16:17:00,2017-11-02 07:36:00,3.65
2017-11-02 16:22:00,2017-11-02 18:59:00,4.55
2017-11-02 20:25:00,2017-11-03 07:36:00,2.35
2017-11-03 16:22:00,2017-11-03 20:43:00,9.35
2017-11-03 20:54:00,2017-11-04 13:30:00,0.92
2017-11-05 00:00:00,2017-11-05 10:42:00,9.31
2017-11-05 12:38:00,2017-11-05 21:21:00,5.53
2017-11-05 21:55:00,2017-11-06 07:36:00,5.4
2017-11-06 16:34:00,2017-11-07 07:38:00,6.89
2017-11-07 17:12:00,2017-11-08 07:25:00,7.03
2017-11-09 18:09:00,2017-11-10 07:35:00,10.08
2017-11-10 16:46:00,2017-11-11 10:56:00,3.93
2017-11-11 14:22:00,2017-11-11 18:54:00,10.66
2017-11-11 23:04:00,2017-11-12 12:44:00,8.62
2017-11-13 16:37:00,2017-11-14 07:36:00,6.75
2017-11-14 17:01:00,2017-11-14 18:21:00,4.57
2017-11-14 19:54:00,2017-11-15 07:39:00,7.19
2017-11-15 17:08:00,2017-11-15 21:45:00,9.72
2017-11-16 18:10:00,2017-11-17 07:41:00,10.8
2017-11-17 16:33:00,2017-11-18 09:29:00,5.26
2017-11-18 11:16:00,2017-11-18 12:32:00,3.18
2017-11-18 14:49:00,2017-11-18 18:26:00,8.4
2017-11-18 22:34:00,2017-11-20 07:37:00,9.45
2017-11-20 16:21:00,2017-11-21 07:37:00,6.57
2017-11-21 19:56:00,2017-11-22 07:35:00,10.15
2017-11-22 16:21:00,2017-11-23 07:35:00,5.71
2017-11-23 20:17:00,2017-11-24 07:33:00,8.72
2017-11-24 09:24:00,2017-11-24 10:06:00,1.56
2017-11-26 17:23:00,2017-11-27 07:55:00,10.29
2017-11-27 17:58:00,2017-11-28 07:35:00,6.65
2017-11-28 17:23:00,2017-11-29 07:38:00,7.55
2017-11-29 16:07:00,2017-11-30 07:37:00,3.66
2017-11-30 20:34:00,2017-12-01 07:38:00,5.36
2017-12-01 13:01:00,2017-12-01 14:35:00,2.87
2017-12-01 16:54:00,2017-12-01 19:28:00,7.91
2017-12-01 19:38:00,2017-12-02 09:45:00,2.07
2017-12-02 15:46:00,2017-12-03 13:19:00,7.66
2017-12-03 21:42:00,2017-12-04 12:45:00,6.13
2017-12-05 16:23:00,2017-12-05 19:26:00,4.41
2017-12-05 19:45:00,2017-12-06 07:33:00,2.39
2017-12-06 16:43:00,2017-12-07 07:34:00,6.82
2017-12-07 16:22:00,2017-12-08 07:41:00,2.8
2017-12-08 13:40:00,2017-12-08 18:28:00,7.55
2017-12-09 22:49:00,2017-12-10 08:53:00,3.51
2017-12-10 09:57:00,2017-12-10 10:20:00,1.29
2017-12-10 12:08:00,2017-12-10 13:40:00,5.32
2017-12-10 18:41:00,2017-12-11 15:14:00,10.42
2017-12-11 16:56:00,2017-12-12 08:13:00,7.66
2017-12-12 16:24:00,2017-12-13 07:36:00,2.36
2017-12-13 18:33:00,2017-12-14 07:39:00,10.81
2017-12-14 16:25:00,2017-12-15 08:02:00,7.65
2017-12-15 15:03:00,2017-12-15 18:45:00,2.33
2017-12-15 19:23:00,2017-12-16 10:26:00,4.79
2017-12-16 13:11:00,2017-12-16 17:13:00,9.19
2017-12-17 18:39:00,2017-12-18 07:58:00,9.38
2017-12-18 18:32:00,2017-12-19 07:54:00,3.79
2017-12-20 17:59:00,2017-12-21 08:01:00,10.81
2017-12-21 17:27:00,2017-12-21 17:57:00,1.69
2017-12-22 00:23:00,2017-12-22 09:39:00,9.36
2017-12-22 14:02:00,2017-12-22 20:04:00,6.27
2017-12-23 17:11:00,2017-12-24 14:46:00,6.36
2017-12-26 11:08:00,2017-12-27 09:16:00,7.04
2017-12-27 17:16:00,2017-12-28 07:41:00,10.88
2017-12-28 13:49:00,2017-12-29 18:33:00,9.03
2017-12-31 17:26:00,2018-01-01 15:13:00,5.91
2018-01-02 15:46:00,2018-01-03 08:10:00,8.75
2018-01-03 08:53:00,2018-01-03 14:01:00,8.66
2018-01-03 16:14:00,2018-01-04 07:36:00,9.12
2018-01-04 16:40:00,2018-01-04 17:21:00,2.33
2018-01-04 17:54:00,2018-01-05 08:06:00,8.26
2018-01-05 14:34:00,2018-01-05 15:48:00,3.2
2018-01-05 16:03:00,2018-01-06 08:37:00,6.59
2018-01-06 11:52:00,2018-01-06 14:16:00,6.72
2018-01-07 11:05:00,2018-01-08 07:33:00,6.55
2018-01-08 16:57:00,2018-01-09 08:00:00,8.98
2018-01-10 16:53:00,2018-01-11 07:36:00,7.19
2018-01-11 16:00:00,2018-01-11 18:50:00,6.83
2018-01-11 20:54:00,2018-01-12 06:18:00,4.86
2018-01-12 12:57:00,2018-01-12 18:23:00,4.32
2018-01-12 18:53:00,2018-01-12 21:19:00,5.81
2018-01-12 21:58:00,2018-01-13 11:02:00,5.22
2018-01-13 14:12:00,2018-01-14 20:17:00,8.69
2018-01-15 16:17:00,2018-01-16 07:37:00,7.8
2018-01-16 18:31:00,2018-01-17 07:37:00,8.5
2018-01-17 17:15:00,2018-01-18 07:38:00,3.8
2018-01-18 18:04:00,2018-01-19 07:36:00,5.94
2018-01-19 14:58:00,2018-01-19 15:06:00,0.46
2018-01-19 15:14:00,2018-01-20 08:14:00,9.15
2018-01-20 11:06:00,2018-01-20 13:36:00,8.2
2018-01-20 17:59:00,2018-01-22 07:37:00,3.29
2018-01-22 16:53:00,2018-01-23 07:39:00,10.07
2018-01-23 16:51:00,2018-01-24 07:30:00,6.75
2018-01-24 18:51:00,2018-01-25 07:36:00,7.43
2018-01-25 16:12:00,2018-01-26 07:37:00,8.92
2018-01-26 12:42:00,2018-01-26 13:52:00,3.22
2018-01-26 16:20:00,2018-01-27 11:00:00,6.95
2018-01-27 12:47:00,2018-01-28 07:25:00,4.77
2018-01-29 16:16:00,2018-01-30 07:24:00,5.22
2018-01-30 17:00:00,2018-01-30 18:21:00,3.63
2018-01-30 18:47:00,2018-01-31 07:35:00,8.73
2018-01-31 16:16:00,2018-02-01 07:36:00,3.56
2018-02-01 16:14:00,2018-02-01 17:48:00,3.1
2018-02-01 19:50:00,2018-02-02 08:03:00,8.66
2018-02-03 12:49:00,2018-02-04 08:58:00,1.43
2018-02-04 21:39:00,2018-02-05 07:35:00,4.26
2018-02-05 16:16:00,2018-02-06 07:25:00,4.73
2018-02-06 11:27:00,2018-02-06 16:21:00,7.42
2018-02-07 16:02:00,2018-02-07 16:27:00,1.41
2018-02-07 17:28:00,2018-02-08 07:45:00,6.29
2018-02-08 18:25:00,2018-02-09 07:35:00,10.14
2018-02-09 16:03:00,2018-02-10 10:59:00,10.31
2018-02-10 15:40:00,2018-02-11 11:26:00,5.49
2018-02-11 12:22:00,2018-02-12 07:37:00,3.67
2018-02-12 16:16:00,2018-02-13 07:30:00,3.99
2018-02-13 16:16:00,2018-02-14 07:34:00,8.81
2018-02-14 16:53:00,2018-02-14 19:38:00,4.05
2018-02-15 20:13:00,2018-02-16 07:50:00,8.34
2018-02-16 15:45:00,2018-02-17 09:07:00,9.1
2018-02-17 10:19:00,2018-02-17 11:31:00,3.88
2018-02-17 13:16:00,2018-02-18 11:40:00,7.52
2018-02-18 12:07:00,2018-02-18 15:36:00,4.07
2018-02-21 12:52:00,2018-02-21 16:50:00,9.95
2018-02-22 16:16:00,2018-02-22 18:57:00,5.53
2018-02-23 08:58:00,2018-02-23 09:59:00,0.85
2018-02-23 11:36:00,2018-02-23 12:49:00,3.87
2018-02-23 16:25:00,2018-02-23 19:21:00,8.78
2018-02-23 23:44:00,2018-02-24 14:55:00,3.76
2018-02-24 16:46:00,2018-02-25 11:41:00,4.15
2018-02-25 16:09:00,2018-02-25 20:23:00,9.29
2018-02-25 20:34:00,2018-02-26 07:35:00,2.11
2018-02-26 16:12:00,2018-02-27 07:30:00,4.31
2018-02-27 16:20:00,2018-02-27 20:47:00,8.57
2018-02-27 21:10:00,2018-02-28 07:35:00,2.74
2018-02-28 16:13:00,2018-03-01 07:34:00,3.77
2018-03-01 17:08:00,2018-03-02 10:13:00,9.96
2018-03-02 15:37:00,2018-03-03 16:39:00,11.31
2018-03-03 18:06:00,2018-03-04 11:38:00,2.75
2018-03-04 12:04:00,2018-03-04 15:41:00,6.47
2018-03-04 16:56:00,2018-03-04 18:30:00,4.52
2018-03-04 19:22:00,2018-03-05 07:34:00,10.19
2018-03-05 16:14:00,2018-03-06 07:44:00,5.28
2018-03-06 18:45:00,2018-03-07 07:35:00,3.75
2018-03-07 17:13:00,2018-03-08 07:41:00,6.93
2018-03-08 17:46:00,2018-03-09 07:35:00,3.44
2018-03-09 12:53:00,2018-03-09 15:03:00,4.28
2018-03-10 23:20:00,2018-03-11 11:34:00,8.09
2018-03-11 13:32:00,2018-03-11 15:51:00,7.79
2018-03-11 19:47:00,2018-03-12 07:35:00,9.94
2018-03-12 16:16:00,2018-03-13 07:30:00,5.69
2018-03-13 17:00:00,2018-03-14 07:34:00,4.43
2018-03-14 16:02:00,2018-03-15 07:34:00,4.33
2018-03-15 16:58:00,2018-03-15 20:47:00,6.54
2018-03-16 15:55:00,2018-03-16 16:32:00,1.34
2018-03-16 17:03:00,2018-03-16 19:16:00,7
2018-03-17 10:55:00,2018-03-17 18:00:00,7.61
2018-03-17 22:24:00,2018-03-18 11:35:00,6
2018-03-18 12:00:00,2018-03-18 15:47:00,7.87
2018-03-18 16:19:00,2018-03-19 07:36:00,7.2
2018-03-20 16:10:00,2018-03-21 07:33:00,9.07
2018-03-22 17:14:00,2018-03-23 07:34:00,9.87
2018-03-23 13:25:00,2018-03-23 14:02:00,2.17
2018-03-23 14:53:00,2018-03-23 15:38:00,2.62
2018-03-23 16:06:00,2018-03-23 21:49:00,8.82
2018-03-23 22:04:00,2018-03-24 11:12:00,2.67
2018-03-25 12:03:00,2018-03-25 15:38:00,7.82
2018-03-25 16:57:00,2018-03-25 18:47:00,6.06
2018-03-26 16:17:00,2018-03-27 07:35:00,9.99
2018-03-27 16:27:00,2018-03-27 17:50:00,4.25
2018-03-27 18:58:00,2018-03-28 07:18:00,4.16
2018-03-28 15:54:00,2018-03-29 07:34:00,6.95
2018-03-29 16:33:00,2018-03-30 12:06:00,3.9
2018-03-30 16:24:00,2018-03-30 22:11:00,5.75
2018-03-30 22:44:00,2018-03-31 09:51:00,3.56
2018-03-31 12:09:00,2018-03-31 13:37:00,4.3
2018-03-31 20:18:00,2018-04-01 11:37:00,5.12
2018-04-01 12:00:00,2018-04-01 15:39:00,5.94
2018-04-01 16:10:00,2018-04-02 16:03:00,6.33
2018-04-03 01:08:00,2018-04-03 11:50:00,6.27
2018-04-03 16:05:00,2018-04-04 15:31:00,9.11
2018-04-05 11:32:00,2018-04-05 12:04:00,1.85
2018-04-08 14:41:00,2018-04-09 08:30:00,8.66
