Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,563174,-,b'None',b'None',37.82,-122.41,0,0,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.2.0
Year,Month,Day,Hour,Minute,GHI,Temperature,Relative Humidity,Wind Speed
2020,4,15,23,30,595,21,48.51,2.2
2020,4,15,23,40,501,21,48.51,2.2
2020,4,15,23,50,482,21,48.51,2.2
2020,4,16,0,0,446,19.900000000000002,52.49,2.3000000000000003
2020,4,16,0,10,419,19.6,53.47,2.3000000000000003
2020,4,16,0,20,371,19.3,54.47,2.3000000000000003
2020,4,16,0,30,214,19.1,55.15,2.3000000000000003
2020,4,16,0,40,276,18.8,58.120000000000005,2.3000000000000003
2020,4,16,0,50,302,18.5,59.22,2.3000000000000003
2020,4,16,1,0,258,18.2,60.34,2.3000000000000003
2020,4,16,1,10,257,17.8,61.870000000000005,2.2
2020,4,16,1,20,151,17.3,63.85,2.2
2020,4,16,1,30,134,16.900000000000002,65.48,2.2
2020,4,16,1,40,85,16.5,70.32000000000001,2.2
2020,4,16,1,50,71,16.1,72.13,2.2
2020,4,16,2,0,43,15.700000000000001,73.99,2.1
2020,4,16,2,10,33,15.4,75.42,2.2
2020,4,16,2,20,21,15.200000000000001,76.39,2.2
2020,4,16,2,30,11,14.9,77.87,2.3000000000000003
2020,4,16,2,40,0,14.700000000000001,80.15,2.3000000000000003
2020,4,16,2,50,0,14.5,81.19,2.3000000000000003
2020,4,16,3,0,0,14.200000000000001,82.77,2.4000000000000004
2020,4,16,3,10,0,14.100000000000001,83.31,2.4000000000000004
2020,4,16,3,20,0,14.100000000000001,83.31,2.4000000000000004
2020,4,16,3,30,0,14,83.85000000000001,2.4000000000000004
2020,4,16,3,40,0,13.9,85.55,2.4000000000000004
2020,4,16,3,50,0,13.8,86.11,2.5
2020,4,16,4,0,0,13.700000000000001,86.67,2.5
2020,4,16,4,10,0,13.700000000000001,86.67,2.5
2020,4,16,4,20,0,13.600000000000001,87.23,2.5
2020,4,16,4,30,0,13.600000000000001,87.23,2.5
2020,4,16,4,40,0,13.5,88.43,2.5
2020,4,16,4,50,0,13.5,88.43,2.5
2020,4,16,5,0,0,13.4,89.01,2.6
2020,4,16,5,10,0,13.4,89.01,2.6
2020,4,16,5,20,0,13.3,89.59,2.6
2020,4,16,5,30,0,13.200000000000001,90.17,2.6
2020,4,16,5,40,0,13.200000000000001,90.17,2.6
2020,4,16,5,50,0,13.100000000000001,90.75,2.6
2020,4,16,6,0,0,13,91.35000000000001,2.6
2020,4,16,6,10,0,13,91.35000000000001,2.5
2020,4,16,6,20,0,12.9,91.95,2.5
2020,4,16,6,30,0,12.8,92.55,2.5
2020,4,16,6,40,0,12.700000000000001,92.38,2.5
2020,4,16,6,50,0,12.600000000000001,92.98,2.5
2020,4,16,7,0,0,12.600000000000001,92.98,2.5
2020,4,16,7,10,0,12.5,93.59,2.5
2020,4,16,7,20,0,12.4,94.21000000000001,2.5
2020,4,16,7,30,0,12.4,94.12,2.5
2020,4,16,7,40,0,12.3,93.5,2.5
2020,4,16,7,50,0,12.200000000000001,94.12,2.4000000000000004
2020,4,16,8,0,0,12.200000000000001,94.12,2.4000000000000004
2020,4,16,8,10,0,12.100000000000001,94.74,2.4000000000000004
2020,4,16,8,20,0,12.100000000000001,94.74,2.4000000000000004
2020,4,16,8,30,0,12,95.36,2.4000000000000004
2020,4,16,8,40,0,12,94.18,2.4000000000000004
2020,4,16,8,50,0,11.9,94.8,2.4000000000000004
2020,4,16,9,0,0,11.9,94.8,2.4000000000000004
2020,4,16,9,10,0,11.9,94.8,2.4000000000000004
2020,4,16,9,20,0,11.9,94.8,2.4000000000000004
2020,4,16,9,30,0,11.8,95.43,2.4000000000000004
2020,4,16,9,40,0,11.8,94.15,2.4000000000000004
2020,4,16,9,50,0,11.8,94.15,2.5
2020,4,16,10,0,0,11.8,94.15,2.5
2020,4,16,10,10,0,11.8,94.15,2.5
2020,4,16,10,20,0,11.8,94.15,2.4000000000000004
2020,4,16,10,30,0,11.8,94.15,2.4000000000000004
2020,4,16,10,40,0,11.8,93.13,2.4000000000000004
2020,4,16,10,50,0,11.8,93.13,2.4000000000000004
2020,4,16,11,0,0,11.700000000000001,93.75,2.4000000000000004
2020,4,16,11,10,0,11.8,93.13,2.4000000000000004
2020,4,16,11,20,0,11.8,93.04,2.4000000000000004
2020,4,16,11,30,0,11.8,93.04,2.4000000000000004
2020,4,16,11,40,0,11.8,92.35000000000001,2.4000000000000004
2020,4,16,11,50,0,11.8,92.35000000000001,2.4000000000000004
2020,4,16,12,0,0,11.8,92.35000000000001,2.4000000000000004
2020,4,16,12,10,0,11.8,92.35000000000001,2.4000000000000004
2020,4,16,12,20,0,11.8,92.35000000000001,2.3000000000000003
2020,4,16,12,30,0,11.8,92.35000000000001,2.3000000000000003
2020,4,16,12,40,0,11.700000000000001,92.77,2.3000000000000003
2020,4,16,12,50,0,11.700000000000001,92.77,2.2
2020,4,16,13,0,0,11.700000000000001,92.77,2.2
2020,4,16,13,10,0,11.8,92.16,2.2
2020,4,16,13,20,0,11.9,91.55,2.2
2020,4,16,13,30,0,12,90.95,2.3000000000000003
2020,4,16,13,40,4,12.100000000000001,90.34,2.3000000000000003
2020,4,16,13,50,16,12.200000000000001,89.74,2.3000000000000003
2020,4,16,14,0,32,12.3,89.16,2.3000000000000003
2020,4,16,14,10,53,12.4,88.58,2.3000000000000003
2020,4,16,14,20,72,12.600000000000001,87.51,2.2
2020,4,16,14,30,25,12.700000000000001,86.94,2.2
2020,4,16,14,40,30,12.8,85.83,2.2
2020,4,16,14,50,37,13,84.72,2.1
2020,4,16,15,0,42,13.100000000000001,84.17,2.1
2020,4,16,15,10,42,13.3,83.08,2
2020,4,16,15,20,46,13.5,82,1.9000000000000001
2020,4,16,15,30,78,13.700000000000001,80.95,1.8
2020,4,16,15,40,66,13.9,79.79,1.7000000000000002
2020,4,16,15,50,93,14.100000000000001,78.76,1.6
2020,4,16,16,0,95,14.3,77.75,1.5
2020,4,16,16,10,82,14.600000000000001,76.27,1.5
2020,4,16,16,20,87,14.8,75.29,1.4000000000000001
2020,4,16,16,30,121,15,74.33,1.4000000000000001
2020,4,16,16,40,171,15.200000000000001,73.5,1.3
2020,4,16,16,50,157,15.5,72.10000000000001,1.3
2020,4,16,17,0,207,15.700000000000001,71.18,1.3
2020,4,16,17,10,231,15.9,70.28,1.3
2020,4,16,17,20,259,16.1,69.39,1.3
2020,4,16,17,30,253,16.3,68.52,1.3
2020,4,16,17,40,239,16.5,67.63,1.3
2020,4,16,17,50,279,16.7,66.78,1.3
2020,4,16,18,0,317,16.900000000000002,65.94,1.3
2020,4,16,18,10,362,17,65.53,1.4000000000000001
2020,4,16,18,20,359,17.1,65.12,1.4000000000000001
2020,4,16,18,30,413,17.3,64.3,1.5
2020,4,16,18,40,454,17.400000000000002,63.58,1.5
2020,4,16,18,50,680,17.5,63.190000000000005,1.6
2020,4,16,19,0,340,17.6,62.79,1.6
2020,4,16,19,10,355,17.7,62.4,1.7000000000000002
2020,4,16,19,20,390,17.8,62.01,1.7000000000000002
2020,4,16,19,30,397,17.8,62.01,1.8
2020,4,16,19,40,575,17.900000000000002,61.09,1.8
2020,4,16,19,50,616,18,60.71,1.9000000000000001
2020,4,16,20,0,778,18,60.71,1.9000000000000001
2020,4,16,20,10,747,18,60.71,2
2020,4,16,20,20,781,18,60.71,2
2020,4,16,20,30,752,18,60.71,2.1
2020,4,16,20,40,761,18,60.02,2.2
2020,4,16,20,50,766,18.1,59.64,2.2
2020,4,16,21,0,758,18.1,59.64,2.3000000000000003
2020,4,16,21,10,744,18,60.02,2.3000000000000003
2020,4,16,21,20,688,17.900000000000002,60.39,2.4000000000000004
2020,4,16,21,30,638,17.900000000000002,60.39,2.4000000000000004
2020,4,16,21,40,660,17.8,59.99,2.5
2020,4,16,21,50,685,17.8,59.99,2.5
2020,4,16,22,0,691,17.7,60.370000000000005,2.6
2020,4,16,22,10,614,17.6,60.75,2.6
2020,4,16,22,20,574,17.5,61.13,2.6
2020,4,16,22,30,431,17.400000000000002,61.52,2.7
2020,4,16,22,40,406,17.3,60.93,2.7
2020,4,16,22,50,412,17.2,61.31,2.8000000000000003
2020,4,16,23,0,452,17.1,61.7,2.8000000000000003
2020,4,16,23,10,408,17.1,61.7,2.8000000000000003
2020,4,16,23,20,321,17.1,61.7,2.8000000000000003
2020,4,16,23,30,297,17.1,61.7,2.8000000000000003
2020,4,16,23,40,355,17.1,61.7,2.8000000000000003
2020,4,16,23,50,304,17.1,61.7,2.8000000000000003
2020,4,17,0,0,352,16,65.06,3
2020,4,17,0,10,314,15.700000000000001,66.32000000000001,3
2020,4,17,0,20,150,15.5,67.17,3
2020,4,17,0,30,120,15.200000000000001,68.47,3
2020,4,17,0,40,52,14.9,69.16,3
2020,4,17,0,50,123,14.700000000000001,70.05,3
2020,4,17,1,0,56,14.4,71.42,3
2020,4,17,1,10,22,14.100000000000001,72.82000000000001,3
2020,4,17,1,20,63,13.8,74.24,3
2020,4,17,1,30,76,13.5,75.7,3
2020,4,17,1,40,63,13.200000000000001,77.05,3
2020,4,17,1,50,57,12.9,78.58,3
2020,4,17,2,0,29,12.600000000000001,80.13,3
2020,4,17,2,10,21,12.4,81.18,2.9000000000000004
2020,4,17,2,20,16,12.200000000000001,82.26,2.9000000000000004
2020,4,17,2,30,13,12,83.34,2.8000000000000003
2020,4,17,2,40,0,11.9,84.46000000000001,2.8000000000000003
2020,4,17,2,50,0,11.700000000000001,85.58,2.8000000000000003
2020,4,17,3,0,0,11.5,86.71000000000001,2.7
2020,4,17,3,10,0,11.4,87.29,2.7
2020,4,17,3,20,0,11.4,87.29,2.7
2020,4,17,3,30,0,11.3,87.86,2.7
2020,4,17,3,40,0,11.3,87.92,2.7
2020,4,17,3,50,0,11.200000000000001,88.51,2.6
2020,4,17,4,0,0,11.100000000000001,89.09,2.6
2020,4,17,4,10,0,11.100000000000001,89.09,2.6
2020,4,17,4,20,0,11.100000000000001,89.09,2.6
2020,4,17,4,30,0,11,89.69,2.7
2020,4,17,4,40,0,11,89.03,2.7
2020,4,17,4,50,0,11,89.11,2.7
2020,4,17,5,0,0,10.9,89.71000000000001,2.7
2020,4,17,5,10,0,10.9,89.71000000000001,2.7
2020,4,17,5,20,0,10.9,89.71000000000001,2.7
2020,4,17,5,30,0,10.9,89.71000000000001,2.7
2020,4,17,5,40,0,10.9,89.32000000000001,2.7
2020,4,17,5,50,0,10.8,89.91,2.7
2020,4,17,6,0,0,10.8,89.91,2.7
2020,4,17,6,10,0,10.8,89.91,2.6
2020,4,17,6,20,0,10.8,89.91,2.6
2020,4,17,6,30,0,10.8,89.91,2.6
2020,4,17,6,40,0,10.8,89.51,2.5
2020,4,17,6,50,0,10.700000000000001,90.10000000000001,2.5
2020,4,17,7,0,0,10.700000000000001,90.10000000000001,2.5
2020,4,17,7,10,0,10.700000000000001,90.10000000000001,2.4000000000000004
2020,4,17,7,20,0,10.700000000000001,90.10000000000001,2.4000000000000004
2020,4,17,7,30,0,10.700000000000001,90.10000000000001,2.4000000000000004
2020,4,17,7,40,0,10.700000000000001,89.81,2.3000000000000003
2020,4,17,7,50,0,10.700000000000001,89.81,2.3000000000000003
2020,4,17,8,0,0,10.600000000000001,90.41,2.3000000000000003
2020,4,17,8,10,0,10.600000000000001,90.41,2.3000000000000003
2020,4,17,8,20,0,10.600000000000001,90.41,2.2
2020,4,17,8,30,0,10.600000000000001,90.41,2.2
2020,4,17,8,40,0,10.600000000000001,90.32000000000001,2.2
2020,4,17,8,50,0,10.600000000000001,90.32000000000001,2.2
2020,4,17,9,0,0,10.600000000000001,90.32000000000001,2.2
2020,4,17,9,10,0,10.600000000000001,90.32000000000001,2.2
2020,4,17,9,20,0,10.600000000000001,90.32000000000001,2.2
2020,4,17,9,30,0,10.600000000000001,90.32000000000001,2.2
2020,4,17,9,40,0,10.600000000000001,90.17,2.2
2020,4,17,9,50,0,10.700000000000001,89.57000000000001,2.2
2020,4,17,10,0,0,10.700000000000001,89.57000000000001,2.2
2020,4,17,10,10,0,10.600000000000001,90.17,2.2
2020,4,17,10,20,0,10.600000000000001,90.17,2.2
2020,4,17,10,30,0,10.600000000000001,90.17,2.2
2020,4,17,10,40,0,10.600000000000001,89.75,2.2
2020,4,17,10,50,0,10.600000000000001,89.75,2.2
2020,4,17,11,0,0,10.600000000000001,89.75,2.2
2020,4,17,11,10,0,10.5,90.35000000000001,2.2
2020,4,17,11,20,0,10.5,90.35000000000001,2.2
2020,4,17,11,30,0,10.5,90.35000000000001,2.2
2020,4,17,11,40,0,10.5,90.08,2.1
2020,4,17,11,50,0,10.4,90.68,2.1
2020,4,17,12,0,0,10.4,90.68,2.1
2020,4,17,12,10,0,10.4,90.68,2.1
2020,4,17,12,20,0,10.4,90.68,2.1
2020,4,17,12,30,0,10.3,91.28,2
2020,4,17,12,40,0,10.3,90.97,2
2020,4,17,12,50,0,10.3,91.06,2
2020,4,17,13,0,0,10.3,91.06,2
2020,4,17,13,10,0,10.4,90.45,2
2020,4,17,13,20,0,10.5,89.86,2.1
2020,4,17,13,30,0,10.600000000000001,89.26,2.1
2020,4,17,13,40,5,10.700000000000001,88.12,2.2
2020,4,17,13,50,12,10.8,87.54,2.2
2020,4,17,14,0,11,10.9,86.96000000000001,2.3000000000000003
2020,4,17,14,10,29,11.100000000000001,85.81,2.3000000000000003
2020,4,17,14,20,25,11.200000000000001,85.25,2.3000000000000003
2020,4,17,14,30,24,11.3,84.69,2.3000000000000003
2020,4,17,14,40,32,11.5,83.43,2.3000000000000003
2020,4,17,14,50,94,11.600000000000001,82.88,2.3000000000000003
2020,4,17,15,0,62,11.8,81.8,2.3000000000000003
2020,4,17,15,10,162,11.9,81.26,2.3000000000000003
2020,4,17,15,20,90,12.100000000000001,80.2,2.4000000000000004
2020,4,17,15,30,34,12.3,79.16,2.4000000000000004
2020,4,17,15,40,38,12.4,79.23,2.4000000000000004
2020,4,17,15,50,22,12.600000000000001,78.2,2.4000000000000004
2020,4,17,16,0,20,12.8,77.18,2.4000000000000004
2020,4,17,16,10,21,12.9,76.76,2.5
2020,4,17,16,20,31,13.100000000000001,75.76,2.5
2020,4,17,16,30,71,13.200000000000001,75.27,2.5
2020,4,17,16,40,70,13.4,74.26,2.6
2020,4,17,16,50,112,13.5,73.78,2.6
2020,4,17,17,0,163,13.700000000000001,72.83,2.7
2020,4,17,17,10,258,13.8,72.36,2.7
2020,4,17,17,20,167,13.9,71.89,2.8000000000000003
2020,4,17,17,30,159,14.100000000000001,70.97,2.8000000000000003
2020,4,17,17,40,193,14.200000000000001,70.41,2.9000000000000004
2020,4,17,17,50,248,14.3,69.96000000000001,2.9000000000000004
2020,4,17,18,0,233,14.5,69.06,3
2020,4,17,18,10,242,14.600000000000001,68.62,3
2020,4,17,18,20,468,14.700000000000001,68.18,3
2020,4,17,18,30,341,14.8,67.74,3.1
2020,4,17,18,40,297,14.8,67.57000000000001,3.1
2020,4,17,18,50,321,14.9,67.14,3.1
2020,4,17,19,0,423,15,66.71000000000001,3.2
2020,4,17,19,10,555,15,66.71000000000001,3.2
2020,4,17,19,20,495,15,66.71000000000001,3.2
2020,4,17,19,30,482,15.100000000000001,66.28,3.2
2020,4,17,19,40,514,15.100000000000001,65.61,3.2
2020,4,17,19,50,534,15.100000000000001,65.61,3.2
2020,4,17,20,0,594,15.100000000000001,65.61,3.3000000000000003
2020,4,17,20,10,662,15,66.03,3.3000000000000003
2020,4,17,20,20,546,15,66.03,3.3000000000000003
2020,4,17,20,30,519,15,66.03,3.3000000000000003
2020,4,17,20,40,610,14.9,65.96000000000001,3.3000000000000003
2020,4,17,20,50,527,14.9,65.96000000000001,3.3000000000000003
2020,4,17,21,0,687,14.8,66.39,3.3000000000000003
2020,4,17,21,10,524,14.8,66.39,3.3000000000000003
2020,4,17,21,20,314,14.8,66.39,3.3000000000000003
2020,4,17,21,30,421,14.700000000000001,66.81,3.3000000000000003
2020,4,17,21,40,600,14.700000000000001,66.79,3.3000000000000003
2020,4,17,21,50,606,14.700000000000001,66.79,3.3000000000000003
2020,4,17,22,0,321,14.700000000000001,66.79,3.3000000000000003
2020,4,17,22,10,382,14.600000000000001,67.22,3.3000000000000003
2020,4,17,22,20,314,14.600000000000001,67.22,3.3000000000000003
2020,4,17,22,30,310,14.600000000000001,67.22,3.3000000000000003
2020,4,17,22,40,345,14.600000000000001,67.5,3.3000000000000003
2020,4,17,22,50,401,14.600000000000001,67.5,3.3000000000000003
2020,4,17,23,0,315,14.600000000000001,67.5,3.3000000000000003
2020,4,17,23,10,315,14.600000000000001,67.5,3.3000000000000003
2020,4,17,23,20,221,14.600000000000001,67.5,3.3000000000000003
2020,4,17,23,30,369,14.600000000000001,67.5,3.3000000000000003
2020,4,17,23,40,314,14.600000000000001,67.5,3.3000000000000003
2020,4,17,23,50,227,14.600000000000001,67.5,3.3000000000000003
2020,4,18,0,0,279,14.3,69.39,3.4000000000000004
2020,4,18,0,10,232,14.200000000000001,69.84,3.4000000000000004
2020,4,18,0,20,177,14.200000000000001,69.84,3.3000000000000003
2020,4,18,0,30,185,14.100000000000001,70.29,3.3000000000000003
2020,4,18,0,40,81,14,71.38,3.3000000000000003
2020,4,18,0,50,32,13.9,71.84,3.3000000000000003
2020,4,18,1,0,27,13.8,72.3,3.3000000000000003
2020,4,18,1,10,5,13.700000000000001,72.77,3.2
2020,4,18,1,20,34,13.5,73.72,3.2
2020,4,18,1,30,39,13.4,74.21000000000001,3.1
2020,4,18,1,40,25,13.200000000000001,76.52,3
2020,4,18,1,50,20,13.100000000000001,77.02,2.9000000000000004
2020,4,18,2,0,19,12.9,78.03,2.8000000000000003
2020,4,18,2,10,15,12.8,78.54,2.8000000000000003
2020,4,18,2,20,20,12.700000000000001,79.05,2.7
2020,4,18,2,30,16,12.600000000000001,79.57000000000001,2.6
2020,4,18,2,40,4,12.5,81.43,2.5
2020,4,18,2,50,0,12.4,81.96000000000001,2.5
2020,4,18,3,0,0,12.200000000000001,83.04,2.4000000000000004
2020,4,18,3,10,0,12.200000000000001,83.04,2.4000000000000004
2020,4,18,3,20,0,12.200000000000001,83.04,2.4000000000000004
2020,4,18,3,30,0,12.200000000000001,83.13,2.3000000000000003
2020,4,18,3,40,0,12.200000000000001,82.74,2.3000000000000003
2020,4,18,3,50,0,12.100000000000001,83.28,2.3000000000000003
2020,4,18,4,0,0,12.100000000000001,83.28,2.3000000000000003
2020,4,18,4,10,0,12.100000000000001,83.28,2.3000000000000003
2020,4,18,4,20,0,12.100000000000001,83.28,2.2
2020,4,18,4,30,0,12.100000000000001,83.28,2.2
2020,4,18,4,40,0,12,83.2,2.2
2020,4,18,4,50,0,12,83.2,2.2
2020,4,18,5,0,0,12,83.2,2.1
2020,4,18,5,10,0,12,83.2,2.1
2020,4,18,5,20,0,11.9,83.75,2.1
2020,4,18,5,30,0,11.9,83.75,2.1
2020,4,18,5,40,0,11.9,83.4,2
2020,4,18,5,50,0,11.9,83.4,2
2020,4,18,6,0,0,11.8,83.95,2
2020,4,18,6,10,0,11.8,83.95,2
2020,4,18,6,20,0,11.8,83.95,1.9000000000000001
2020,4,18,6,30,0,11.8,83.95,1.9000000000000001
2020,4,18,6,40,0,11.8,83.72,1.9000000000000001
2020,4,18,6,50,0,11.8,83.72,1.9000000000000001
2020,4,18,7,0,0,11.8,83.72,1.9000000000000001
2020,4,18,7,10,0,11.700000000000001,84.27,1.9000000000000001
2020,4,18,7,20,0,11.700000000000001,84.27,1.9000000000000001
2020,4,18,7,30,0,11.700000000000001,84.27,1.9000000000000001
2020,4,18,7,40,0,11.700000000000001,83.58,1.8
2020,4,18,7,50,0,11.700000000000001,83.58,1.8
2020,4,18,8,0,0,11.600000000000001,84.13,1.8
2020,4,18,8,10,0,11.600000000000001,84.13,1.8
2020,4,18,8,20,0,11.600000000000001,84.13,1.8
2020,4,18,8,30,0,11.600000000000001,84.13,1.8
2020,4,18,8,40,0,11.5,84.29,1.8
2020,4,18,8,50,0,11.5,84.29,1.8
2020,4,18,9,0,0,11.5,84.29,1.8
2020,4,18,9,10,0,11.5,84.29,1.8
2020,4,18,9,20,0,11.5,84.29,1.8
2020,4,18,9,30,0,11.5,84.29,1.8
2020,4,18,9,40,0,11.4,84.37,1.7000000000000002
2020,4,18,9,50,0,11.4,84.37,1.7000000000000002
2020,4,18,10,0,0,11.4,84.37,1.7000000000000002
2020,4,18,10,10,0,11.4,84.37,1.7000000000000002
2020,4,18,10,20,0,11.3,84.92,1.7000000000000002
2020,4,18,10,30,0,11.3,84.92,1.7000000000000002
2020,4,18,10,40,0,11.200000000000001,84.73,1.7000000000000002
2020,4,18,10,50,0,11.200000000000001,84.73,1.7000000000000002
2020,4,18,11,0,0,11.200000000000001,84.73,1.7000000000000002
2020,4,18,11,10,0,11.100000000000001,85.29,1.7000000000000002
2020,4,18,11,20,0,11.100000000000001,85.37,1.7000000000000002
2020,4,18,11,30,0,11.100000000000001,85.37,1.7000000000000002
2020,4,18,11,40,0,11.100000000000001,84.28,1.7000000000000002
2020,4,18,11,50,0,11,84.84,1.7000000000000002
2020,4,18,12,0,0,11,84.84,1.7000000000000002
2020,4,18,12,10,0,11,84.84,1.7000000000000002
2020,4,18,12,20,0,11,84.84,1.7000000000000002
2020,4,18,12,30,0,11.100000000000001,84.28,1.7000000000000002
2020,4,18,12,40,0,11.100000000000001,83.68,1.7000000000000002
2020,4,18,12,50,0,11.100000000000001,83.68,1.7000000000000002
2020,4,18,13,0,0,11.100000000000001,83.68,1.7000000000000002
2020,4,18,13,10,0,11.3,82.59,1.8
2020,4,18,13,20,0,11.5,81.5,1.8
2020,4,18,13,30,0,11.700000000000001,80.51,1.9000000000000001
2020,4,18,13,40,5,11.9,78.39,1.9000000000000001
2020,4,18,13,50,15,12.100000000000001,77.37,2
2020,4,18,14,0,15,12.3,76.36,2
2020,4,18,14,10,27,12.4,75.86,2.1
2020,4,18,14,20,32,12.600000000000001,74.87,2.1
2020,4,18,14,30,52,12.700000000000001,74.39,2.1
2020,4,18,14,40,72,12.9,71.49,2.1
2020,4,18,14,50,59,13,71.02,2.2
2020,4,18,15,0,84,13.200000000000001,70.11,2.2
2020,4,18,15,10,93,13.3,69.65,2.2
2020,4,18,15,20,85,13.5,68.75,2.2
2020,4,18,15,30,119,13.600000000000001,68.31,2.2
2020,4,18,15,40,127,13.8,66.97,2.2
2020,4,18,15,50,121,14,66.11,2.2
2020,4,18,16,0,115,14.100000000000001,65.69,2.2
2020,4,18,16,10,151,14.3,64.91,2.2
2020,4,18,16,20,197,14.5,64.08,2.2
2020,4,18,16,30,215,14.700000000000001,63.26,2.2
2020,4,18,16,40,227,14.9,62.63,2.2
2020,4,18,16,50,224,15.100000000000001,61.83,2.2
2020,4,18,17,0,193,15.200000000000001,61.44,2.2
2020,4,18,17,10,213,15.4,60.660000000000004,2.2
2020,4,18,17,20,220,15.600000000000001,59.89,2.3000000000000003
2020,4,18,17,30,275,15.700000000000001,59.5,2.3000000000000003
2020,4,18,17,40,300,15.9,58.85,2.3000000000000003
2020,4,18,17,50,335,16.1,58.11,2.3000000000000003
2020,4,18,18,0,401,16.2,57.74,2.4000000000000004
2020,4,18,18,10,418,16.400000000000002,57.01,2.4000000000000004
2020,4,18,18,20,439,16.5,56.65,2.4000000000000004
2020,4,18,18,30,546,16.6,56.29,2.5
2020,4,18,18,40,495,16.7,56.06,2.5
2020,4,18,18,50,626,16.900000000000002,55.36,2.5
2020,4,18,19,0,642,17,55.01,2.6
2020,4,18,19,10,667,17.1,54.67,2.6
2020,4,18,19,20,763,17.2,54.32,2.7
2020,4,18,19,30,930,17.3,53.980000000000004,2.7
2020,4,18,19,40,777,17.3,53.86,2.8000000000000003
2020,4,18,19,50,941,17.400000000000002,53.47,2.8000000000000003
2020,4,18,20,0,773,17.5,53.13,2.9000000000000004
2020,4,18,20,10,729,17.5,53.13,2.9000000000000004
2020,4,18,20,20,760,17.6,52.800000000000004,3
2020,4,18,20,30,805,17.6,52.800000000000004,3
2020,4,18,20,40,811,17.6,52.51,3.1
2020,4,18,20,50,930,17.6,52.51,3.1
2020,4,18,21,0,922,17.6,52.51,3.2
2020,4,18,21,10,915,17.6,52.46,3.2
2020,4,18,21,20,903,17.6,52.46,3.2
2020,4,18,21,30,890,17.5,52.79,3.3000000000000003
2020,4,18,21,40,876,17.5,52.550000000000004,3.3000000000000003
2020,4,18,21,50,859,17.400000000000002,52.88,3.3000000000000003
2020,4,18,22,0,840,17.400000000000002,52.88,3.3000000000000003
2020,4,18,22,10,820,17.3,53.21,3.3000000000000003
2020,4,18,22,20,799,17.2,53.550000000000004,3.3000000000000003
2020,4,18,22,30,776,17.1,53.89,3.3000000000000003
2020,4,18,22,40,753,17,54.26,3.3000000000000003
2020,4,18,22,50,727,16.900000000000002,54.6,3.3000000000000003
2020,4,18,23,0,703,16.8,54.95,3.3000000000000003
2020,4,18,23,10,675,16.8,54.95,3.3000000000000003
2020,4,18,23,20,646,16.8,54.95,3.3000000000000003
2020,4,18,23,30,615,16.8,54.95,3.3000000000000003
2020,4,18,23,40,584,16.8,54.95,3.3000000000000003
2020,4,18,23,50,552,16.8,54.95,3.3000000000000003
2020,4,19,0,0,520,16,57.95,3.1
2020,4,19,0,10,488,15.8,58.7,3.1
2020,4,19,0,20,454,15.700000000000001,59.07,3.1
2020,4,19,0,30,419,15.5,59.83,3
2020,4,19,0,40,383,15.3,61.26,3
2020,4,19,0,50,348,15.200000000000001,61.65,2.9000000000000004
2020,4,19,1,0,312,15,62.45,2.9000000000000004
2020,4,19,1,10,277,14.700000000000001,63.67,2.8000000000000003
2020,4,19,1,20,241,14.4,64.91,2.7
2020,4,19,1,30,206,14.200000000000001,65.75,2.6
2020,4,19,1,40,172,13.9,69.71000000000001,2.5
2020,4,19,1,50,139,13.600000000000001,71.08,2.4000000000000004
2020,4,19,2,0,107,13.3,72.47,2.3000000000000003
2020,4,19,2,10,78,13.100000000000001,73.42,2.2
2020,4,19,2,20,51,12.8,74.87,2.2
2020,4,19,2,30,28,12.600000000000001,75.86,2.1
2020,4,19,2,40,12,12.3,79.96000000000001,2.1
2020,4,19,2,50,0,12.100000000000001,81.01,2
2020,4,19,3,0,0,11.8,82.63,2
2020,4,19,3,10,0,11.700000000000001,83.17,2
2020,4,19,3,20,0,11.700000000000001,83.17,2
2020,4,19,3,30,0,11.600000000000001,83.72,2
2020,4,19,3,40,0,11.5,84.95,2.1
2020,4,19,3,50,0,11.4,85.51,2.1
2020,4,19,4,0,0,11.4,85.51,2.1
2020,4,19,4,10,0,11.3,86.08,2.1
2020,4,19,4,20,0,11.200000000000001,86.65,2.1
