Start,End,Energy (kWh)
2017-06-01 13:57:00,2017-06-01 14:21:00,2.82
2017-06-03 21:22:00,2017-06-04 09:18:00,24.6
2017-06-06 22:54:00,2017-06-07 07:27:00,29.28
2017-06-07 21:20:00,2017-06-08 09:43:00,30.64
2017-06-08 21:20:00,2017-06-09 07:41:00,20.78
2017-06-09 21:19:00,2017-06-10 10:25:00,21.39
2017-06-11 22:02:00,2017-06-12 09:02:00,27.99
2017-06-12 20:54:00,2017-06-13 08:57:00,25.25
2017-06-13 22:14:00,2017-06-14 07:23:00,4.72
2017-06-14 23:01:00,2017-06-15 07:28:00,39.26
2017-06-15 22:53:00,2017-06-16 07:32:00,22.15
2017-06-16 13:58:00,2017-06-16 14:44:00,5.39
2017-06-16 18:25:00,2017-06-17 10:10:00,39.38
2017-06-19 22:54:00,2017-06-20 09:42:00,27.57
2017-06-20 21:41:00,2017-06-21 07:36:00,21.03
2017-06-21 21:52:00,2017-06-22 07:18:00,22.19
2017-06-22 22:52:00,2017-06-23 07:18:00,22.62
2017-06-23 23:10:00,2017-06-24 08:17:00,41.67
2017-06-26 21:52:00,2017-06-27 09:27:00,39.66
2017-06-27 22:27:00,2017-06-28 09:36:00,25.12
2017-06-28 11:49:00,2017-06-28 14:07:00,16.01
2017-06-28 22:58:00,2017-06-29 07:34:00,21.54
2017-06-29 13:21:00,2017-06-29 14:07:00,5.48
2017-06-29 16:59:00,2017-06-29 18:24:00,10.1
2017-06-30 22:45:00,2017-07-01 12:27:00,21.92
2017-07-03 21:53:00,2017-07-04 07:57:00,33.14
2017-07-04 22:32:00,2017-07-05 07:53:00,32.18
2017-07-05 23:31:00,2017-07-06 07:58:00,17.61
2017-07-06 22:01:00,2017-07-07 07:58:00,41.19
2017-07-07 23:28:00,2017-07-08 17:12:00,26.29
2017-07-09 11:15:00,2017-07-09 15:39:00,32.21
2017-07-10 00:00:00,2017-07-10 10:17:00,18.05
2017-07-10 13:50:00,2017-07-10 15:44:00,14.02
2017-07-10 19:30:00,2017-07-11 10:07:00,55.66
2017-07-11 22:38:00,2017-07-12 07:40:00,11.51
2017-07-12 22:09:00,2017-07-14 10:39:00,21.1
2017-07-14 22:23:00,2017-07-15 10:58:00,11.37
2017-07-15 23:19:00,2017-07-16 11:51:00,22.72
