Start,End,Energy (kWh)
2017-03-20 21:23:00,2017-03-21 07:09:00,9.405
2017-03-20 21:23:00,2017-03-21 07:09:00,9.405
2017-03-21 19:04:00,2017-03-22 06:56:00,9.239
2017-03-21 19:04:00,2017-03-22 06:56:00,9.239
2017-03-23 18:48:00,2017-03-24 07:13:00,9.504
2017-03-23 18:48:00,2017-03-24 07:13:00,9.504
2017-03-24 19:13:00,2017-03-25 09:02:00,9.686
2017-03-24 19:13:00,2017-03-25 09:02:00,9.686
2017-03-25 13:03:00,2017-03-25 15:09:00,3.896
2017-03-25 13:03:00,2017-03-25 15:09:00,3.896
2017-03-25 19:35:00,2017-03-25 22:28:00,1.625
2017-03-25 19:35:00,2017-03-25 22:28:00,1.625
2017-03-26 20:56:00,2017-03-27 07:13:00,9.492
2017-03-26 20:56:00,2017-03-27 07:13:00,9.492
2017-03-27 19:18:00,2017-03-28 07:16:00,9.738
2017-03-27 19:18:00,2017-03-28 07:16:00,9.738
2017-03-28 19:41:00,2017-03-29 06:03:00,9.509
2017-03-28 19:41:00,2017-03-29 06:03:00,9.509
2017-03-29 18:51:00,2017-03-30 07:09:00,9.484
2017-03-29 18:51:00,2017-03-30 07:09:00,9.484
2017-03-30 21:23:00,2017-03-31 11:28:00,9.47
2017-03-30 21:23:00,2017-03-31 11:28:00,9.47
2017-03-31 21:19:00,2017-04-01 08:29:00,6.897
2017-03-31 21:19:00,2017-04-01 08:29:00,6.897
2017-04-07 17:47:00,2017-04-08 11:49:00,9.476
2017-04-07 17:47:00,2017-04-08 11:49:00,9.476
2017-04-08 17:34:00,2017-04-09 09:43:00,4.47
2017-04-08 17:34:00,2017-04-09 09:43:00,4.47
2017-04-09 14:14:00,2017-04-09 19:06:00,8.075
2017-04-09 14:14:00,2017-04-09 19:06:00,8.075
2017-04-10 18:15:00,2017-04-10 22:09:00,9.58
2017-04-10 18:15:00,2017-04-10 22:09:00,9.58
2017-04-11 18:24:00,2017-04-12 07:49:00,9.476
2017-04-11 18:24:00,2017-04-12 07:49:00,9.476
2017-04-12 21:37:00,2017-04-13 07:33:00,9.453
2017-04-12 21:37:00,2017-04-13 07:33:00,9.453
2017-04-13 18:31:00,2017-04-13 21:46:00,9.253
2017-04-13 18:31:00,2017-04-13 21:46:00,9.253
2017-04-13 22:12:00,2017-04-14 11:09:00,2.812
2017-04-13 22:12:00,2017-04-14 11:09:00,2.812
2017-04-14 13:47:00,2017-04-14 17:02:00,4.827
2017-04-14 13:47:00,2017-04-14 17:02:00,4.827
2017-04-14 20:08:00,2017-04-15 10:41:00,7.925
2017-04-14 20:08:00,2017-04-15 10:41:00,7.925
2017-04-15 14:15:00,2017-04-15 19:05:00,4.753
2017-04-15 14:15:00,2017-04-15 19:05:00,4.753
2017-04-17 18:46:00,2017-04-18 07:06:00,9.809
2017-04-17 18:46:00,2017-04-18 07:06:00,9.809
2017-04-18 18:21:00,2017-04-18 18:52:00,1.766
2017-04-18 18:21:00,2017-04-18 18:52:00,1.766
2017-04-18 19:08:00,2017-04-19 07:17:00,9.705
2017-04-18 19:08:00,2017-04-19 07:17:00,9.705
2017-04-19 19:36:00,2017-04-20 07:05:00,9.359
2017-04-19 19:36:00,2017-04-20 07:05:00,9.359
2017-04-20 19:19:00,2017-04-21 08:02:00,9.733
2017-04-20 19:19:00,2017-04-21 08:02:00,9.733
2017-04-22 17:49:00,2017-04-22 23:14:00,9.783
2017-04-22 17:49:00,2017-04-22 23:14:00,9.783
2017-04-23 17:16:00,2017-04-23 22:17:00,9.303
2017-04-23 17:16:00,2017-04-23 22:17:00,9.303
2017-04-24 17:56:00,2017-04-25 07:19:00,9.361
2017-04-24 17:56:00,2017-04-25 07:19:00,9.361
2017-04-25 18:19:00,2017-04-25 22:07:00,10.121
2017-04-25 18:19:00,2017-04-25 22:07:00,10.121
2017-04-28 18:02:00,2017-04-29 08:25:00,9.626
2017-04-28 18:02:00,2017-04-29 08:25:00,9.626
2017-04-29 21:25:00,2017-04-30 08:55:00,9.472
2017-04-29 21:25:00,2017-04-30 08:55:00,9.472
2017-05-01 13:16:00,2017-05-01 17:55:00,6.953
2017-05-01 13:16:00,2017-05-01 17:55:00,6.953
2017-05-02 17:52:00,2017-05-03 07:36:00,8.57
2017-05-02 17:52:00,2017-05-03 07:36:00,8.57
2017-05-03 18:07:00,2017-05-04 07:25:00,8.859
2017-05-03 18:07:00,2017-05-04 07:25:00,8.859
2017-05-05 19:04:00,2017-05-06 08:54:00,9.307
2017-05-05 19:04:00,2017-05-06 08:54:00,9.307
2017-05-06 12:39:00,2017-05-06 18:04:00,4.182
2017-05-06 12:39:00,2017-05-06 18:04:00,4.182
2017-05-06 23:26:00,2017-05-07 10:19:00,9.032
2017-05-06 23:26:00,2017-05-07 10:19:00,9.032
2017-05-07 10:45:00,2017-05-07 15:49:00,1.77
2017-05-07 10:45:00,2017-05-07 15:49:00,1.77
2017-05-08 18:53:00,2017-05-09 07:52:00,9.806
2017-05-08 18:53:00,2017-05-09 07:52:00,9.806
2017-05-09 20:05:00,2017-05-10 07:12:00,9.725
2017-05-09 20:05:00,2017-05-10 07:12:00,9.725
2017-05-10 18:09:00,2017-05-11 07:20:00,9.341
2017-05-10 18:09:00,2017-05-11 07:20:00,9.341
2017-07-11 12:47:00,2017-07-11 15:20:00,1.299
2017-07-11 12:47:00,2017-07-11 15:20:00,1.299
2017-07-12 23:04:00,2017-07-13 07:55:00,8.851
2017-07-12 23:04:00,2017-07-13 07:55:00,8.851
2017-07-13 19:23:00,2017-07-14 06:57:00,6.944
2017-07-13 19:23:00,2017-07-14 06:57:00,6.944
2017-09-20 14:19:00,2017-09-20 16:54:00,8.526
2017-09-20 14:19:00,2017-09-20 16:54:00,8.526
2017-09-21 18:21:00,2017-09-22 07:09:00,9.429
2017-09-21 18:21:00,2017-09-22 07:09:00,9.429
2017-09-22 18:48:00,2017-09-23 10:07:00,9.359
2017-09-22 18:48:00,2017-09-23 10:07:00,9.359
2017-09-23 17:51:00,2017-09-23 22:17:00,4.119
2017-09-23 17:51:00,2017-09-23 22:17:00,4.119
2017-09-29 09:37:00,2017-09-29 15:59:00,9.733
2017-09-29 09:37:00,2017-09-29 15:59:00,9.733
