Timestamp,Demand Total (kW),Heating Demand (kW),Cooling Demand (kW)
2018-01-01 00:15:00,0.2233193424494702,0.0692831475274657,0.0
2018-01-01 00:30:00,0.2485951747633072,0.0750338115209844,0.0
2018-01-01 00:45:00,0.3297649327293103,0.07804544328494911,0.0
2018-01-01 01:00:00,0.31492136139946,0.0812383626171078,0.0
2018-01-01 01:15:00,0.1777418473244755,0.0626447525504164,0.0
2018-01-01 01:30:00,0.1725497935087188,0.064953539946972,0.0
2018-01-01 01:45:00,0.2999463763194897,0.0698326730841934,0.0
2018-01-01 02:00:00,0.2526023424331318,0.0714956190672553,0.0
2018-01-01 02:15:00,0.1408456984413922,0.0466327369908621,0.0
2018-01-01 02:30:00,0.1382023890210527,0.0439894275705226,0.0
2018-01-01 02:45:00,0.1399375219881704,0.045724560537640395,0.0
2018-01-01 03:00:00,0.1445732944126695,0.050360332962139306,0.0
2018-01-01 03:15:00,0.1121457249634821,0.023781381906695397,0.0
2018-01-01 03:30:00,0.1150551242768597,0.026690781220072898,0.0
2018-01-01 03:45:00,0.1179462188209929,0.0295818757642062,0.0
2018-01-01 04:00:00,0.1209489197776442,0.0325845767208575,0.0
2018-01-01 04:15:00,0.1188635977725449,0.0346542153181233,0.0
2018-01-01 04:30:00,0.1206022417861841,0.0363928593317625,0.0
2018-01-01 04:45:00,0.1221518316879711,0.0379424492335495,0.0
2018-01-01 05:00:00,0.1235781837333494,0.0393688012789278,0.0
2018-01-01 05:15:00,0.1235409934722414,0.0415209983040178,0.0
2018-01-01 05:30:00,0.1260314171251116,0.0440114219568881,0.0
2018-01-01 05:45:00,0.1286591588256938,0.0466391636574702,0.0
2018-01-01 06:00:00,0.1309340936481934,0.0489140984799699,0.0
2018-01-01 06:15:00,0.1317926464112629,0.0513327632484301,0.0
2018-01-01 06:30:00,0.1338505307697792,0.053390647606946305,0.0
2018-01-01 06:45:00,0.1357302009934879,0.055270317830655,0.0
2018-01-01 07:00:00,0.1375172317128475,0.0570573485500147,0.0
2018-01-01 07:15:00,0.130942976970275,0.0580305165911215,0.0
2018-01-01 07:30:00,0.1314808737022454,0.058568413323092,0.0
2018-01-01 07:45:00,0.1318146086961345,0.058902148316981,0.0
