t,lambda,xi0,xi1,xi2,xi3,xi4,xi5,xi6,xi7,xi8,xi9,demand0,demand1,demand2,demand3,demand4,demand5,demand6,demand7,demand8,demand9,device0_0,device1_0,device2_0,device3_0,device4_0,device5_0,device6_0,device7_0,device8_0,device9_0
0,5.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1309662493621649,0.1022528133302259,0.1789816649423976,0.404685044971675,0.3025231059930827,0.0851310211184264,0.1380192325358015,0.1779848548997204,0.0114327378059006,0.1761558194300277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,5.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1309662493621649,0.1022528133302259,0.1789816649423976,0.404685044971675,0.3025231059930827,0.0851310211184264,0.1380192325358015,0.1779848548997204,0.0114327378059006,0.1761558194300277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0851963020857905,0.103820969315709,0.1795582547952616,0.4070020821823492,0.3025785477072308,0.0883487883188493,0.1380461759392117,0.1779848548997204,0.0114327378059006,0.1786121860304851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0851963020857905,0.103820969315709,0.1795582547952616,0.4070020821823492,0.3025785477072308,0.0883487883188493,0.1380461759392117,0.1779848548997204,0.0114327378059006,0.1786121860304851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0851963020857905,0.103820969315709,0.1795582547952616,0.4070020821823492,0.3025785477072308,0.0883487883188493,0.1380461759392117,0.1779848548997204,0.0114327378059006,0.1786121860304851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,4.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0529683459290097,0.1052565086814806,0.1800839597151124,0.4088198488092551,0.2694423843683568,0.0915086732334614,0.1380762375691685,0.1779848548997204,0.0114327378059006,0.1256826678383275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,4.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0529683459290097,0.1052565086814806,0.1800839597151124,0.4088198488092551,0.2694423843683568,0.0915086732334614,0.1380762375691685,0.1779848548997204,0.0114327378059006,0.1256826678383275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,4.6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0529683459290097,0.1052565086814806,0.1800839597151124,0.4088198488092551,0.2694423843683568,0.0915086732334614,0.1380762375691685,0.1779848548997204,0.0114327378059006,0.1256826678383275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,4.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0527408481176321,0.1070971438041542,0.1805698654367912,0.4102452976583612,0.2031318089747881,0.1946264436479091,0.138108384584126,0.3549236729998599,0.0114327378059006,0.1287345800017788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,4.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0527408481176321,0.1070971438041542,0.1805698654367912,0.4102452976583612,0.2031318089747881,0.1946264436479091,0.138108384584126,0.3549236729998599,0.0114327378059006,0.1287345800017788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
