t,lambda,xi0,xi1,xi2,xi3,xi4,xi5,xi6,xi7,xi8,xi9,demand0,demand1,demand2,demand3,demand4,demand5,demand6,demand7,demand8,demand9,device0_0,device1_0,device2_0,device3_0,device4_0,device5_0,device6_0,device7_0,device8_0,device9_0
151,12.08906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10337672764466,0.2125128017139149,0.1529047351007032,0.2356567972387163,0.2621028132593793,0.1547258813267346,0.0958257933526933,0.373796544015796,0.0101900489139549,0.1020509253223815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
152,12.08906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1396593889241912,0.1592430584693047,0.1529047351007032,0.222019359526778,0.2886346986874463,0.1475801762334073,0.0958175094509115,0.3689912291346466,0.0101900489139549,0.0976931857767872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,12.08906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1396593889241912,0.1592430584693047,0.1529047351007032,0.222019359526778,0.2886346986874463,0.1475801762334073,0.0958175094509115,0.3689912291346466,0.0101900489139549,0.0976931857767872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
154,12.08906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1396593889241912,0.1592430584693047,0.1529047351007032,0.222019359526778,0.2886346986874463,0.1475801762334073,0.0958175094509115,0.3689912291346466,0.0101900489139549,0.0976931857767872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
155,11.51588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1293705110439411,0.1489238067372615,0.2081240228189173,0.2078840796296568,0.287673826714214,0.1466826269744614,0.1387748288331892,0.1622504227403658,0.0099415111355657,0.0912697557122067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,11.51588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1293705110439411,0.1489238067372615,0.2081240228189173,0.2078840796296568,0.287673826714214,0.1466826269744614,0.1387748288331892,0.1622504227403658,0.0099415111355657,0.0912697557122067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,11.51588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1293705110439411,0.1489238067372615,0.2081240228189173,0.2078840796296568,0.287673826714214,0.1466826269744614,0.1387748288331892,0.1622504227403658,0.0099415111355657,0.0912697557122067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,11.51588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1249117269448484,0.1535704955870537,0.2059301562894505,0.1945809634294608,0.2411771839906673,0.1479096078907332,0.1271441452402946,0.1523295139922708,0.0099415111355657,0.0856675513188277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,11.51588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1249117269448484,0.1535704955870537,0.2059301562894505,0.1945809634294608,0.2411771839906673,0.1479096078907332,0.1271441452402946,0.1523295139922708,0.0099415111355657,0.0856675513188277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,11.51588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1249117269448484,0.1535704955870537,0.2059301562894505,0.1945809634294608,0.2411771839906673,0.1479096078907332,0.1271441452402946,0.1523295139922708,0.0099415111355657,0.0856675513188277,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
161,11.51588,-1000000.0000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2043751881496904,0.1504001465691004,0.2072931632050543,0.1819096675108014,0.1880789914142349,0.1450438948991133,0.1271122672073947,0.1496242495014501,0.0099415111355657,0.0807930169537436,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
162,11.51588,-958166.8853911161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2043751881496904,0.1504001465691004,0.2072931632050543,0.1819096675108014,0.1880789914142349,0.1450438948991133,0.1271122672073947,0.1496242495014501,0.0099415111355657,0.0807930169537436,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,11.51588,-958166.8853911161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2043751881496904,0.1504001465691004,0.2072931632050543,0.1819096675108014,0.1880789914142349,0.1450438948991133,0.1271122672073947,0.1496242495014501,0.0099415111355657,0.0807930169537436,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
164,11.51588,-958166.8853911161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1489875172222673,0.1470700153473395,0.2038035609993049,0.169879536700354,0.1880785949773993,0.1450438948991133,0.1494861123589596,0.1465615675201529,0.0099415111355657,0.0761823312376986,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,11.51588,-958166.8853911161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1489875172222673,0.1470700153473395,0.2038035609993049,0.169879536700354,0.1880785949773993,0.1450438948991133,0.1494861123589596,0.1465615675201529,0.0099415111355657,0.0761823312376986,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
166,11.51588,-958166.8853911161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1489875172222673,0.1470700153473395,0.2038035609993049,0.169879536700354,0.1880785949773993,0.1450438948991133,0.1494861123589596,0.1465615675201529,0.0099415111355657,0.0761823312376986,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
167,17.02664,-958166.8853911161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1351144005798999,0.1438610051699305,0.191316274895268,0.1587406717723243,0.1898564716882044,0.1432909192713693,0.0890647542934013,0.1437739638963372,0.0099415111355657,0.0711446932831684,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
168,17.02664,-958172.3961511162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1351144005798999,0.1438610051699305,0.191316274895268,0.1587406717723243,0.1898564716882044,0.1432909192713693,0.0890647542934013,0.1437739638963372,0.0099415111355657,0.0711446932831684,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
169,17.02664,-958172.3961511162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1351144005798999,0.1438610051699305,0.191316274895268,0.1587406717723243,0.1898564716882044,0.1432909192713693,0.0890647542934013,0.1437739638963372,0.0099415111355657,0.0711446932831684,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
170,17.02664,-958172.3961511162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2017373609266827,0.1330925430625291,0.1819550126465548,0.1537944261310462,0.1898400766330844,0.1432909192713693,0.0879433231626298,0.1405290879751268,0.0099415111355657,0.0670761423034488,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171,17.02664,41827.603848883766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2017373609266827,0.1330925430625291,0.1819550126465548,0.1537944261310462,0.1898400766330844,0.1432909192713693,0.0879433231626298,0.1405290879751268,0.0099415111355657,0.0670761423034488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,17.02664,41827.603848883766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2017373609266827,0.1330925430625291,0.1819550126465548,0.1537944261310462,0.1898400766330844,0.1432909192713693,0.0879433231626298,0.1405290879751268,0.0099415111355657,0.0670761423034488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,17.02664,41827.603848883766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1960514720052461,0.1301765271796798,0.1752963807473331,0.1386977731214834,0.1898322687141264,0.1432909192713693,0.087932007559144,0.1370407263105237,0.0099415111355657,0.1098817795789463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
174,17.02664,41827.603848883766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1960514720052461,0.1301765271796798,0.1752963807473331,0.1386977731214834,0.1898322687141264,0.1432909192713693,0.087932007559144,0.1370407263105237,0.0099415111355657,0.1098817795789463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,17.02664,-958172.3961511162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1960514720052461,0.1301765271796798,0.1752963807473331,0.1386977731214834,0.1898322687141264,0.1432909192713693,0.087932007559144,0.1370407263105237,0.0099415111355657,0.1098817795789463,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,17.02664,-958172.3961511162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1435985968299448,0.1275038436217012,0.1697971805996125,0.1301030856647415,0.1898373411087927,0.1432909192713693,0.0887689769030808,0.1333028107519059,0.0250908176734715,0.106423984786972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177,17.02664,41827.603848883766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1435985968299448,0.1275038436217012,0.1697971805996125,0.1301030856647415,0.1898373411087927,0.1432909192713693,0.0887689769030808,0.1333028107519059,0.0250908176734715,0.106423984786972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
178,17.02664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1435985968299448,0.1275038436217012,0.1697971805996125,0.1301030856647415,0.1898373411087927,0.1432909192713693,0.0887689769030808,0.1333028107519059,0.0250908176734715,0.106423984786972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
179,29.02337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1000000.0000000002,0.0,0.0,0.1470470415426684,0.1263665948016046,0.1660565337216299,0.1264467840904516,0.1929777392506508,0.1432348096902366,0.1366996073715362,0.1280306455221183,0.0872086851412473,0.1579731703857791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
180,29.02337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-926825.5234726369,0.0,0.0,0.1470470415426684,0.1263665948016046,0.1660565337216299,0.1264467840904516,0.1929777392506508,0.1432348096902366,0.1366996073715362,0.1280306455221183,0.0872086851412473,0.1579731703857791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
181,29.02337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-926825.5234726369,0.0,0.0,0.1470470415426684,0.1263665948016046,0.1660565337216299,0.1264467840904516,0.1929777392506508,0.1432348096902366,0.1366996073715362,0.1280306455221183,0.0872086851412473,0.1579731703857791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
182,29.02337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-926825.5234726369,0.0,0.0,0.1834910290496107,0.1241004876316072,0.1630108804939637,0.1288662987012822,0.1923904875750732,0.1432348096902366,0.1384094034946583,0.1228996303790654,0.0934737721677658,0.1659438414485344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
183,29.02337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-926825.5234726369,0.0,0.0,0.1834910290496107,0.1241004876316072,0.1630108804939637,0.1288662987012822,0.1923904875750732,0.1432348096902366,0.1384094034946583,0.1228996303790654,0.0934737721677658,0.1659438414485344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
184,29.02337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-926825.5234726369,0.0,0.0,0.1834910290496107,0.1241004876316072,0.1630108804939637,0.1288662987012822,0.1923904875750732,0.1432348096902366,0.1384094034946583,0.1228996303790654,0.0934737721677658,0.1659438414485344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
185,29.02337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-926825.5234726369,0.0,0.0,0.1562945024963426,0.1239003172695065,0.1600334491365981,0.122959925130263,0.1925373410139499,0.1432348096902366,0.1402021222783112,0.1178131665059511,0.1087638561711872,0.1021784729464921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
186,29.02337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-926825.5234726369,0.0,0.0,0.1562945024963426,0.1239003172695065,0.1600334491365981,0.122959925130263,0.1925373410139499,0.1432348096902366,0.1402021222783112,0.1178131665059511,0.1087638561711872,0.1021784729464921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
187,29.02337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-926825.5234726369,0.0,0.0,0.1562945024963426,0.1239003172695065,0.1600334491365981,0.122959925130263,0.1925373410139499,0.1432348096902366,0.1402021222783112,0.1178131665059511,0.1087638561711872,0.1021784729464921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
188,29.02337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-926825.5234726369,0.0,0.0,0.1629761945354221,0.1239003172695065,0.1578688976090473,0.1176009459762395,0.1924666021271776,0.1432348096902366,0.1422617795269973,0.1127052338707148,0.1211814760523416,0.1021784729464921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
189,29.02337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-926825.5234726369,0.0,0.0,0.1629761945354221,0.1239003172695065,0.1578688976090473,0.1176009459762395,0.1924666021271776,0.1432348096902366,0.1422617795269973,0.1127052338707148,0.1211814760523416,0.1021784729464921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
190,29.02337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-926825.5234726369,0.0,0.0,0.1629761945354221,0.1239003172695065,0.1578688976090473,0.1176009459762395,0.1924666021271776,0.1432348096902366,0.1422617795269973,0.1127052338707148,0.1211814760523416,0.1021784729464921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
191,41.06426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-926825.5234726369,0.0,0.0,0.1878321971146322,0.1241272433151451,0.1581374721247151,0.1123138946891323,0.1923582719758113,0.1432355406843291,0.1943719036770659,0.1084619283076733,0.1106327752262517,0.0542924339348944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
192,41.06426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73162.435637363,0.0,0.0,0.1878321971146322,0.1241272433151451,0.1581374721247151,0.1123138946891323,0.1923582719758113,0.1432355406843291,0.1943719036770659,0.1084619283076733,0.1106327752262517,0.0542924339348944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,41.06426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73162.435637363,0.0,0.0,0.1878321971146322,0.1241272433151451,0.1581374721247151,0.1123138946891323,0.1923582719758113,0.1432355406843291,0.1943719036770659,0.1084619283076733,0.1106327752262517,0.0542924339348944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,41.06426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73162.435637363,0.0,0.0,0.1433950163985163,0.0618699270129074,0.156982670335064,0.1048130534768199,0.1923331943998575,0.1432355406843291,0.1987608139192696,0.1037880477119635,0.1153353336395393,0.0542924339348944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,41.06426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73162.435637363,0.0,0.0,0.1433950163985163,0.0618699270129074,0.156982670335064,0.1048130534768199,0.1923331943998575,0.1432355406843291,0.1987608139192696,0.1037880477119635,0.1153353336395393,0.0542924339348944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,41.06426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73162.435637363,0.0,0.0,0.1433950163985163,0.0618699270129074,0.156982670335064,0.1048130534768199,0.1923331943998575,0.1432355406843291,0.1987608139192696,0.1037880477119635,0.1153353336395393,0.0542924339348944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,41.06426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73162.435637363,0.0,0.0,0.1500544487536459,0.0618699270129074,0.1559007079667915,0.1048130534768199,0.1923159734951228,0.1432355406843291,0.2323020900730399,0.099287458407131,0.1188748481679495,0.0542924339348944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,41.06426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73162.435637363,0.0,0.0,0.1500544487536459,0.0618699270129074,0.1559007079667915,0.1048130534768199,0.1923159734951228,0.1432355406843291,0.2323020900730399,0.099287458407131,0.1188748481679495,0.0542924339348944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,41.06426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73162.435637363,0.0,0.0,0.1500544487536459,0.0618699270129074,0.1559007079667915,0.1048130534768199,0.1923159734951228,0.1432355406843291,0.2323020900730399,0.099287458407131,0.1188748481679495,0.0542924339348944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,41.06426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73162.435637363,0.0,0.0,0.2320122012692386,0.0618699270129074,0.1549216906964272,0.1048130534768199,0.1546153982724955,0.1432355406843291,0.2669325668605617,0.0949340144778224,0.1208519323253048,0.1024627648029216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,41.06426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73162.435637363,0.0,0.0,0.2320122012692386,0.0618699270129074,0.1549216906964272,0.1048130534768199,0.1546153982724955,0.1432355406843291,0.2669325668605617,0.0949340144778224,0.1208519323253048,0.1024627648029216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,41.06426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73162.435637363,0.0,0.0,0.2320122012692386,0.0618699270129074,0.1549216906964272,0.1048130534768199,0.1546153982724955,0.1432355406843291,0.2669325668605617,0.0949340144778224,0.1208519323253048,0.1024627648029216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,59.45344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73162.435637363,0.0,0.0,0.2035022373912693,0.0619591689452017,0.1552913327341165,0.104912702693843,0.1534618205546486,0.152093582039478,0.2059867484959502,0.0916364792277672,0.101499913562064,0.101415154803719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,59.45344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73144.04645736306,0.0,0.0,0.2035022373912693,0.0619591689452017,0.1552913327341165,0.104912702693843,0.1534618205546486,0.152093582039478,0.2059867484959502,0.0916364792277672,0.101499913562064,0.101415154803719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,59.45344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73144.04645736306,0.0,0.0,0.2035022373912693,0.0619591689452017,0.1552913327341165,0.104912702693843,0.1534618205546486,0.152093582039478,0.2059867484959502,0.0916364792277672,0.101499913562064,0.101415154803719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,59.45344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73144.04645736306,0.0,0.0,0.1494989788346602,0.0619591689452017,0.1552913327341165,0.104912702693843,0.1534547853654917,0.219149717276389,0.1780439478059537,0.088229153269204,0.1179971659214295,0.101415154803719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,59.45344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73144.04645736306,0.0,0.0,0.1494989788346602,0.0619591689452017,0.1552913327341165,0.104912702693843,0.1534547853654917,0.219149717276389,0.1780439478059537,0.088229153269204,0.1179971659214295,0.101415154803719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,59.45344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73144.04645736306,0.0,0.0,0.1494989788346602,0.0619591689452017,0.1552913327341165,0.104912702693843,0.1534547853654917,0.219149717276389,0.1780439478059537,0.088229153269204,0.1179971659214295,0.101415154803719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,59.45344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73144.04645736306,0.0,0.0,0.1495862519147754,0.0619591689452017,0.1552913327341165,0.104912702693843,0.1534524381271114,0.2569402404665298,0.1746059603448268,0.0851294824858729,0.1130646216936729,0.0544039863502623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,59.45344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73144.04645736306,0.0,0.0,0.1495862519147754,0.0619591689452017,0.1552913327341165,0.104912702693843,0.1534524381271114,0.2569402404665298,0.1746059603448268,0.0851294824858729,0.1130646216936729,0.0544039863502623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,59.45344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73144.04645736306,0.0,0.0,0.1495862519147754,0.0619591689452017,0.1552913327341165,0.104912702693843,0.1534524381271114,0.2569402404665298,0.1746059603448268,0.0851294824858729,0.1130646216936729,0.0544039863502623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,59.45344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73144.04645736306,0.0,0.0,0.1473779113366984,0.0619591689452017,0.1552913327341165,0.1849805154724092,0.1534582911996065,0.1064816248957829,0.1748894756382664,0.0823176361115469,0.1066735403672083,0.0544039863502623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,59.45344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73144.04645736306,0.0,0.0,0.1473779113366984,0.0619591689452017,0.1552913327341165,0.1849805154724092,0.1534582911996065,0.1064816248957829,0.1748894756382664,0.0823176361115469,0.1066735403672083,0.0544039863502623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,59.45344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73144.04645736306,0.0,0.0,0.1473779113366984,0.0619591689452017,0.1552913327341165,0.1849805154724092,0.1534582911996065,0.1064816248957829,0.1748894756382664,0.0823176361115469,0.1066735403672083,0.0544039863502623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,50.53378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73144.04645736306,0.0,0.0,0.142462349135377,0.1284453820678785,0.1552804168845372,0.2699024874809552,0.1567418794821382,0.0605943439109065,0.1699882848212968,0.0794105097970552,0.0434217870550122,0.0541926327103291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,50.53378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73152.96611736296,0.0,0.0,0.142462349135377,0.1284453820678785,0.1552804168845372,0.2699024874809552,0.1567418794821382,0.0605943439109065,0.1699882848212968,0.0794105097970552,0.0434217870550122,0.0541926327103291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,50.53378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73152.96611736296,0.0,0.0,0.142462349135377,0.1284453820678785,0.1552804168845372,0.2699024874809552,0.1567418794821382,0.0605943439109065,0.1699882848212968,0.0794105097970552,0.0434217870550122,0.0541926327103291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,50.53378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73152.96611736296,0.0,0.0,0.1427315428526407,0.1284453820678785,0.1552804168845372,0.1927501546577825,0.1567395372765471,0.0635011691222883,0.1682244411965201,0.0764812170319201,0.0305667833875356,0.0541926327103291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,50.53378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73152.96611736296,0.0,0.0,0.1427315428526407,0.1284453820678785,0.1552804168845372,0.1927501546577825,0.1567395372765471,0.0635011691222883,0.1682244411965201,0.0764812170319201,0.0305667833875356,0.0541926327103291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,50.53378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73152.96611736296,0.0,0.0,0.1427315428526407,0.1284453820678785,0.1552804168845372,0.1927501546577825,0.1567395372765471,0.0635011691222883,0.1682244411965201,0.0764812170319201,0.0305667833875356,0.0541926327103291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,50.53378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73152.96611736296,0.0,0.0,0.1395188986284323,0.1284453820678785,0.1552804168845372,0.1927501546577825,0.1567375851301954,0.0636435723815681,0.1666160839143019,0.0739583239607565,0.0214842235248891,0.0541926327103291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,50.53378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73152.96611736296,0.0,0.0,0.1395188986284323,0.1284453820678785,0.1552804168845372,0.1927501546577825,0.1567375851301954,0.0636435723815681,0.1666160839143019,0.0739583239607565,0.0214842235248891,0.0541926327103291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,50.53378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73152.96611736296,0.0,0.0,0.1395188986284323,0.1284453820678785,0.1552804168845372,0.1927501546577825,0.1567375851301954,0.0636435723815681,0.1666160839143019,0.0739583239607565,0.0214842235248891,0.0541926327103291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,50.53378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73152.96611736296,0.0,0.0,0.1304440731120843,0.1284453820678785,0.1552804168845372,0.3188546278728438,0.1567352424497687,0.064417064338467,0.1648776320476833,0.0715831639326283,0.0138575837603052,0.0541926327103291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,50.53378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73152.96611736296,0.0,0.0,0.1304440731120843,0.1284453820678785,0.1552804168845372,0.3188546278728438,0.1567352424497687,0.064417064338467,0.1648776320476833,0.0715831639326283,0.0138575837603052,0.0541926327103291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,50.53378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73152.96611736296,0.0,0.0,0.1304440731120843,0.1284453820678785,0.1552804168845372,0.3188546278728438,0.1567352424497687,0.064417064338467,0.1648776320476833,0.0715831639326283,0.0138575837603052,0.0541926327103291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,47.70301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73152.96611736296,0.0,0.0,0.1317083381108191,0.1394721056442588,0.1579528108597576,0.2136257764215724,0.2077826877116623,0.0673901231527149,0.1691972802502121,0.0752408482962675,0.0109356622491223,0.0551985350146882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
